	category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	fdr	Mean_Gene_Len	Stdv_Gene_Len
27	GO:0007498	2.33763e-03	9.99193e-01	15	62	mesoderm development	BP	1.57790e-01	4.59252e+03	7.31137e+03
28	GO:0032543	2.46394e-03	9.99059e-01	17	89	mitochondrial translation	BP	1.60581e-01	1.00993e+03	5.44656e+02
29	GO:0016075	3.16055e-03	9.99787e-01	4	7	rRNA catabolic process	BP	1.99114e-01	2.03514e+03	1.56539e+03
30	GO:0032981	3.52329e-03	9.99111e-01	9	36	mitochondrial respiratory chain complex I assembly	BP	2.14807e-01	9.67861e+02	5.42492e+02
31	GO:0009950	3.73350e-03	9.99188e-01	8	24	dorsal/ventral axis specification	BP	2.15257e-01	3.48433e+03	2.40907e+03
32	GO:0007444	3.75845e-03	9.99072e-01	9	30	imaginal disc development	BP	2.15257e-01	2.89583e+03	2.11304e+03
33	GO:0009062	4.46511e-03	9.99667e-01	4	7	fatty acid catabolic process	BP	2.39236e-01	2.38871e+03	6.92196e+02
34	GO:0006865	4.47195e-03	9.99667e-01	4	7	amino acid transport	BP	2.39236e-01	3.25343e+03	1.48772e+03
35	GO:0160032	4.58241e-03	9.99089e-01	7	21	Toll receptor ligand protein activation cascade	BP	2.39236e-01	1.74486e+03	1.51338e+03
36	GO:0006783	4.68346e-03	9.99405e-01	5	12	heme biosynthetic process	BP	2.39236e-01	1.34983e+03	5.56380e+02
37	GO:0061355	5.55182e-03	9.99510e-01	4	8	Wnt protein secretion	BP	2.76130e-01	1.42075e+03	6.13534e+02
38	GO:0009952	6.24059e-03	9.98477e-01	8	27	anterior/posterior pattern specification	BP	3.02429e-01	2.20578e+03	1.21180e+03
39	GO:0005975	6.76149e-03	9.97077e-01	18	86	carbohydrate metabolic process	BP	3.12993e-01	2.52279e+03	2.30102e+03
40	GO:0006465	6.88274e-03	9.99306e-01	4	9	signal peptide processing	BP	3.12993e-01	1.15667e+03	5.98782e+02
41	GO:0035234	6.95540e-03	9.99025e-01	5	12	ectopic germ cell programmed cell death	BP	3.12993e-01	1.79033e+03	4.66677e+02
42	GO:0061327	7.33754e-03	9.98957e-01	5	12	anterior Malpighian tubule development	BP	3.16083e-01	3.65067e+03	2.04379e+03
43	GO:0050767	7.35856e-03	9.97941e-01	9	33	regulation of neurogenesis	BP	3.16083e-01	2.79733e+03	1.90296e+03
44	GO:0006032	8.35460e-03	9.98413e-01	6	17	chitin catabolic process	BP	3.47749e-01	2.67065e+03	2.21097e+03
45	GO:0009253	8.46372e-03	9.98681e-01	5	14	peptidoglycan catabolic process	BP	3.47749e-01	1.26807e+03	6.86706e+02
46	GO:0007155	9.28246e-03	9.96851e-01	11	46	cell adhesion	BP	3.73274e-01	3.43174e+03	1.91355e+03
47	GO:0043928	9.62500e-03	9.99460e-01	3	5	exonucleolytic catabolism of deadenylated mRNA	BP	3.76394e-01	1.27260e+03	3.34961e+02
48	GO:0007311	9.92454e-03	9.99437e-01	3	5	maternal specification of dorsal/ventral axis, oocyte, germ-line encoded	BP	3.76394e-01	1.45860e+03	4.98660e+02
49	GO:0009408	1.01582e-02	9.96085e-01	13	64	response to heat	BP	3.76394e-01	2.18775e+03	1.92202e+03
50	GO:0006487	1.03129e-02	9.97524e-01	7	24	protein N-linked glycosylation	BP	3.76394e-01	2.21471e+03	1.33517e+03
51	GO:0006750	1.03558e-02	9.99403e-01	3	5	glutathione biosynthetic process	BP	3.76394e-01	1.75620e+03	9.28007e+02
52	GO:0043277	1.12926e-02	9.98679e-01	4	9	apoptotic cell clearance	BP	3.80170e-01	2.57300e+03	1.17766e+03
53	GO:0009792	1.14265e-02	9.98078e-01	5	14	embryo development ending in birth or egg hatching	BP	3.80170e-01	2.73907e+03	2.63653e+03
54	GO:0015810	1.15875e-02	9.99302e-01	3	5	aspartate transmembrane transport	BP	3.80170e-01	2.03380e+03	7.11622e+02
55	GO:0006552	1.17566e-02	9.99288e-01	3	5	leucine catabolic process	BP	3.80170e-01	1.84120e+03	4.68409e+02
56	GO:0006574	1.20224e-02	9.99266e-01	3	5	valine catabolic process	BP	3.80170e-01	1.87740e+03	4.06691e+02
57	GO:0006719	1.21825e-02	9.99252e-01	3	5	juvenile hormone catabolic process	BP	3.80170e-01	1.71660e+03	1.74692e+02
58	GO:0015749	1.23098e-02	9.99241e-01	3	5	monosaccharide transmembrane transport	BP	3.80170e-01	2.32020e+03	8.73996e+02
59	GO:1904659	1.24712e-02	9.99227e-01	3	5	glucose transmembrane transport	BP	3.80170e-01	3.01540e+03	1.37640e+03
60	GO:0055064	1.24712e-02	9.99227e-01	3	5	chloride ion homeostasis	BP	3.80170e-01	3.83460e+03	2.37409e+02
61	GO:0055075	1.24712e-02	9.99227e-01	3	5	potassium ion homeostasis	BP	3.80170e-01	3.83460e+03	2.37409e+02
62	GO:0097254	1.33340e-02	9.98359e-01	4	9	renal tubular secretion	BP	3.99665e-01	3.46089e+03	1.16920e+03
63	GO:0006486	1.35336e-02	9.95735e-01	9	37	protein glycosylation	BP	3.99665e-01	1.77346e+03	9.44929e+02
64	GO:0060857	1.42176e-02	9.96867e-01	6	19	establishment of glial blood-brain barrier	BP	4.13404e-01	3.26289e+03	2.47411e+03
65	GO:0035151	1.51353e-02	9.96578e-01	6	20	regulation of tube size, open tracheal system	BP	4.29318e-01	2.95425e+03	2.54804e+03
66	GO:0006836	1.56361e-02	9.96479e-01	6	19	neurotransmitter transport	BP	4.29318e-01	2.84053e+03	1.22025e+03
67	GO:0009636	1.56886e-02	9.97135e-01	5	14	response to toxic substance	BP	4.29318e-01	2.98471e+03	1.20190e+03
68	GO:0015718	1.58613e-02	9.97096e-01	5	14	monocarboxylic acid transport	BP	4.29318e-01	3.17157e+03	1.16906e+03
69	GO:0071051	1.59007e-02	9.98726e-01	3	6	polyadenylation-dependent snoRNA 3'-end processing	BP	4.29318e-01	1.35317e+03	7.98099e+02
70	GO:0003012	1.63714e-02	9.98674e-01	3	6	muscle system process	BP	4.35803e-01	1.63733e+03	8.10880e+02
71	GO:0006729	1.70338e-02	9.98599e-01	3	6	tetrahydrobiopterin biosynthetic process	BP	4.47138e-01	1.21783e+03	3.33109e+02
72	GO:0030239	1.79853e-02	9.96528e-01	5	15	myofibril assembly	BP	4.50815e-01	3.53200e+03	2.27505e+03
73	GO:0008340	1.80420e-02	9.89717e-01	28	172	determination of adult lifespan	BP	4.50815e-01	2.64773e+03	1.86812e+03
74	GO:0009416	1.82044e-02	9.95056e-01	7	25	response to light stimulus	BP	4.50815e-01	3.23892e+03	1.55609e+03
75	GO:0071035	1.85998e-02	9.98417e-01	3	6	nuclear polyadenylation-dependent rRNA catabolic process	BP	4.50815e-01	2.19967e+03	1.63585e+03
76	GO:0071038	1.85998e-02	9.98417e-01	3	6	nuclear polyadenylation-dependent tRNA catabolic process	BP	4.50815e-01	2.19967e+03	1.63585e+03
77	GO:0010951	1.86051e-02	9.98416e-01	3	6	negative regulation of endopeptidase activity	BP	4.50815e-01	1.42983e+03	4.16823e+02
78	GO:0018990	1.92169e-02	9.95364e-01	6	21	ecdysis, chitin-based cuticle	BP	4.59747e-01	2.55486e+03	2.11580e+03
79	GO:0007229	1.95325e-02	9.97162e-01	4	10	integrin-mediated signaling pathway	BP	4.61454e-01	3.26220e+03	1.25599e+03
80	GO:1990573	2.01144e-02	9.96000e-01	5	15	potassium ion import across plasma membrane	BP	4.62544e-01	3.29407e+03	2.56617e+03
81	GO:0006820	2.03545e-02	9.94304e-01	7	26	anion transport	BP	4.62544e-01	2.06765e+03	8.56608e+02
82	GO:0031638	2.05854e-02	9.98177e-01	3	6	zymogen activation	BP	4.62544e-01	2.73533e+03	2.48927e+03
83	GO:0010038	2.09990e-02	9.97815e-01	3	8	response to metal ion	BP	4.62544e-01	1.18462e+03	1.17118e+03
84	GO:0016310	2.10194e-02	9.95771e-01	5	15	phosphorylation	BP	4.62544e-01	2.32360e+03	7.74517e+02
85	GO:0045047	2.11262e-02	9.97926e-01	3	7	protein targeting to ER	BP	4.62544e-01	1.04457e+03	4.92968e+02
86	GO:0007343	2.15002e-02	9.96664e-01	4	11	egg activation	BP	4.62544e-01	2.79655e+03	2.34331e+03
87	GO:0015813	2.15364e-02	9.98058e-01	3	6	L-glutamate transmembrane transport	BP	4.62544e-01	2.85300e+03	1.43886e+03
88	GO:0007620	2.28353e-02	9.97893e-01	3	6	copulation	BP	4.79542e-01	4.17917e+03	9.60089e+02
89	GO:0042908	2.28353e-02	9.97893e-01	3	6	xenobiotic transport	BP	4.79542e-01	3.92733e+03	8.52008e+02
90	GO:0042594	2.42930e-02	9.89056e-01	14	72	response to starvation	BP	5.04546e-01	2.79619e+03	1.69865e+03
91	GO:0033499	2.53998e-02	9.97319e-01	3	7	galactose catabolic process via UDP-galactose	BP	5.16899e-01	1.20400e+03	4.59865e+02
92	GO:0097428	2.54550e-02	9.97311e-01	3	7	protein maturation by iron-sulfur cluster transfer	BP	5.16899e-01	1.40871e+03	8.40226e+02
93	GO:0045333	2.57082e-02	9.97274e-01	3	7	cellular respiration	BP	5.16899e-01	1.69643e+03	9.56450e+02
94	GO:0006520	2.73423e-02	9.95423e-01	4	11	cellular amino acid metabolic process	BP	5.41748e-01	1.85382e+03	4.58505e+02
95	GO:0035025	2.75173e-02	9.93950e-01	5	16	positive regulation of Rho protein signal transduction	BP	5.41748e-01	4.88412e+03	2.52297e+03
96	GO:0071711	2.85529e-02	9.93659e-01	5	16	basement membrane organization	BP	5.56341e-01	4.63075e+03	2.45446e+03
97	GO:0000467	3.05300e-02	9.96534e-01	3	7	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	BP	5.88793e-01	1.55343e+03	6.92710e+02
98	GO:0006559	3.15357e-02	9.96373e-01	3	7	L-phenylalanine catabolic process	BP	6.02044e-01	1.45643e+03	3.95206e+02
99	GO:0006884	3.37165e-02	9.96016e-01	3	7	cell volume homeostasis	BP	6.31020e-01	3.29200e+03	1.06029e+03
100	GO:0045087	3.40257e-02	9.84965e-01	12	64	innate immune response	BP	6.31020e-01	2.34702e+03	1.41596e+03
101	GO:0006644	3.40551e-02	9.90439e-01	6	23	phospholipid metabolic process	BP	6.31020e-01	2.13339e+03	1.43658e+03
102	GO:0045743	3.52146e-02	9.95765e-01	3	7	positive regulation of fibroblast growth factor receptor signaling pathway	BP	6.46172e-01	3.11929e+03	1.27219e+03
103	GO:0007297	3.57636e-02	9.93294e-01	4	12	ovarian follicle cell migration	BP	6.49934e-01	3.92642e+03	2.31445e+03
104	GO:0007080	3.68548e-02	9.92871e-01	4	13	mitotic metaphase plate congression	BP	6.57943e-01	1.95769e+03	1.74935e+03
105	GO:0031032	3.71737e-02	9.92941e-01	4	12	actomyosin structure organization	BP	6.57943e-01	4.10275e+03	1.71759e+03
106	GO:0006936	3.72486e-02	9.92922e-01	4	12	muscle contraction	BP	6.57943e-01	5.40967e+03	4.67915e+03
107	GO:0045455	3.96372e-02	9.92314e-01	4	12	ecdysteroid metabolic process	BP	6.93651e-01	2.58183e+03	5.65860e+02
108	GO:0006631	4.03545e-02	9.89618e-01	5	21	fatty acid metabolic process	BP	6.99725e-01	1.48681e+03	1.05440e+03
109	GO:0007031	4.17602e-02	9.89438e-01	5	18	peroxisome organization	BP	7.15843e-01	1.86767e+03	6.73092e+02
110	GO:0016042	4.20416e-02	9.83455e-01	9	44	lipid catabolic process	BP	7.15843e-01	1.67602e+03	8.89814e+02
111	GO:0006805	4.30458e-02	9.91240e-01	4	13	xenobiotic metabolic process	BP	7.26398e-01	1.70638e+03	9.14704e+02
112	GO:0030488	4.54453e-02	9.88112e-01	5	19	tRNA methylation	BP	7.60104e-01	1.92384e+03	1.18539e+03
113	GO:0009612	4.60321e-02	9.90423e-01	4	13	response to mechanical stimulus	BP	7.60981e-01	3.45185e+03	1.93215e+03
114	GO:0042574	4.63031e-02	9.93398e-01	3	8	retinal metabolic process	BP	7.60981e-01	1.46862e+03	4.20506e+02
115	GO:0006096	4.94618e-02	9.84584e-01	6	25	glycolytic process	BP	8.05886e-01	1.84704e+03	6.89740e+02
116	GO:0034553	5.05302e-02	9.95969e-01	2	5	mitochondrial respiratory chain complex II assembly	BP	8.16256e-01	6.33600e+02	9.04447e+01
117	GO:0006121	5.10608e-02	9.92103e-01	3	9	mitochondrial electron transport, succinate to ubiquinone	BP	8.17838e-01	1.33200e+03	6.90415e+02
118	GO:0010496	5.31024e-02	9.91987e-01	3	8	intercellular transport	BP	8.43391e-01	2.66488e+03	1.83923e+03
119	GO:0044331	5.68889e-02	9.87078e-01	4	14	cell-cell adhesion mediated by cadherin	BP	8.96000e-01	7.49200e+03	4.21849e+03
120	GO:0007156	5.91054e-02	9.75119e-01	9	45	homophilic cell adhesion via plasma membrane adhesion molecules	BP	9.21240e-01	5.77296e+03	3.28442e+03
121	GO:0045861	5.94663e-02	9.82933e-01	5	21	negative regulation of proteolysis	BP	9.21240e-01	1.40862e+03	5.42417e+02
122	GO:0006697	5.99985e-02	9.86124e-01	4	14	ecdysone biosynthetic process	BP	9.21928e-01	2.21129e+03	1.11813e+03
123	GO:0061024	6.06387e-02	9.82629e-01	5	20	membrane organization	BP	9.24251e-01	3.35240e+03	1.91109e+03
124	GO:0006888	6.32303e-02	9.70089e-01	11	64	endoplasmic reticulum to Golgi vesicle-mediated transport	BP	9.56042e-01	1.86386e+03	1.38911e+03
125	GO:0030513	6.54155e-02	9.80700e-01	5	21	positive regulation of BMP signaling pathway	BP	9.76988e-01	3.32229e+03	2.13486e+03
126	GO:0050790	6.57883e-02	9.93901e-01	2	5	regulation of catalytic activity	BP	9.76988e-01	9.35600e+02	4.52985e+02
127	GO:0048512	6.66588e-02	9.88478e-01	3	9	circadian behavior	BP	9.76988e-01	3.90433e+03	1.94286e+03
128	GO:0008219	6.66833e-02	9.80216e-01	5	21	cell death	BP	9.76988e-01	2.05962e+03	1.52250e+03
129	GO:0055065	7.15558e-02	9.92471e-01	2	6	metal ion homeostasis	BP	1.00000e+00	1.47900e+03	1.67627e+03
130	GO:0008366	7.38646e-02	9.86664e-01	3	9	axon ensheathment	BP	1.00000e+00	3.54911e+03	1.13823e+03
131	GO:0007187	7.38658e-02	9.86663e-01	3	9	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	BP	1.00000e+00	4.42022e+03	6.27105e+02
132	GO:0032469	7.62738e-02	9.92297e-01	2	5	endoplasmic reticulum calcium ion homeostasis	BP	1.00000e+00	1.20860e+03	5.72867e+02
133	GO:0046835	7.84253e-02	9.79839e-01	4	15	carbohydrate phosphorylation	BP	1.00000e+00	1.97680e+03	6.70401e+02
134	GO:0046512	7.93713e-02	9.91795e-01	2	5	sphingosine biosynthetic process	BP	1.00000e+00	2.14120e+03	1.03753e+03
135	GO:0007632	8.09873e-02	9.78945e-01	4	15	visual behavior	BP	1.00000e+00	3.13073e+03	1.85788e+03
136	GO:0032259	8.10195e-02	9.91524e-01	2	5	methylation	BP	1.00000e+00	1.90320e+03	1.67771e+03
137	GO:0008362	8.10863e-02	9.78911e-01	4	15	chitin-based embryonic cuticle biosynthetic process	BP	1.00000e+00	6.72453e+03	1.36089e+04
138	GO:0009086	8.77489e-02	9.90379e-01	2	5	methionine biosynthetic process	BP	1.00000e+00	1.29060e+03	3.48884e+02
139	GO:0051482	8.80631e-02	9.90324e-01	2	5	positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway	BP	1.00000e+00	4.93360e+03	3.42773e+03
140	GO:0007169	8.84099e-02	9.64321e-01	7	35	transmembrane receptor protein tyrosine kinase signaling pathway	BP	1.00000e+00	4.35123e+03	2.67716e+03
141	GO:0045995	9.06305e-02	9.81596e-01	3	10	regulation of embryonic development	BP	1.00000e+00	3.58420e+03	3.05382e+03
142	GO:0015914	9.11932e-02	9.81431e-01	3	10	phospholipid transport	BP	1.00000e+00	2.26910e+03	1.30784e+03
143	GO:0044319	9.17124e-02	9.89678e-01	2	5	wound healing, spreading of cells	BP	1.00000e+00	5.15820e+03	4.59384e+03
144	GO:0006665	9.17658e-02	9.81264e-01	3	10	sphingolipid metabolic process	BP	1.00000e+00	2.19970e+03	6.95615e+02
145	GO:0035162	9.52424e-02	9.89037e-01	2	5	embryonic hemopoiesis	BP	1.00000e+00	3.81800e+03	3.22281e+03
146	GO:0034446	9.53069e-02	9.80217e-01	3	10	substrate adhesion-dependent cell spreading	BP	1.00000e+00	5.77660e+03	3.08857e+03
147	GO:0032922	9.65861e-02	9.79834e-01	3	10	circadian regulation of gene expression	BP	1.00000e+00	4.23110e+03	3.47193e+03
148	GO:0030050	9.68465e-02	9.79756e-01	3	10	vesicle transport along actin filament	BP	1.00000e+00	5.62230e+03	1.61530e+03
149	GO:0048137	9.69785e-02	9.72824e-01	4	16	spermatocyte division	BP	1.00000e+00	2.52494e+03	1.30451e+03
150	GO:0070125	9.87700e-02	9.88382e-01	2	5	mitochondrial translational elongation	BP	1.00000e+00	1.72200e+03	4.49260e+02
151	GO:0035159	9.99554e-02	9.61901e-01	6	29	regulation of tube length, open tracheal system	BP	1.00000e+00	5.06555e+03	3.94161e+03
152	GO:0006099	1.00510e-01	9.57939e-01	7	37	tricarboxylic acid cycle	BP	1.00000e+00	1.85246e+03	8.85254e+02
153	GO:0042273	1.01465e-01	9.70576e-01	4	18	ribosomal large subunit biogenesis	BP	1.00000e+00	1.37044e+03	6.06311e+02
154	GO:0015746	1.02238e-01	9.87723e-01	2	5	citrate transport	BP	1.00000e+00	2.48680e+03	6.74458e+02
155	GO:0006120	1.02469e-01	9.69961e-01	4	19	mitochondrial electron transport, NADH to ubiquinone	BP	1.00000e+00	1.08626e+03	4.30098e+02
156	GO:0035239	1.02736e-01	9.87627e-01	2	5	tube morphogenesis	BP	1.00000e+00	4.70320e+03	2.38852e+03
157	GO:0002347	1.03243e-01	9.87529e-01	2	5	response to tumor cell	BP	1.00000e+00	3.49300e+03	1.42873e+03
158	GO:0015842	1.03244e-01	9.87529e-01	2	5	aminergic neurotransmitter loading into synaptic vesicle	BP	1.00000e+00	2.82760e+03	1.02254e+03
159	GO:0030258	1.03244e-01	9.87529e-01	2	5	lipid modification	BP	1.00000e+00	2.73860e+03	7.78062e+02
160	GO:0010636	1.03244e-01	9.87529e-01	2	5	positive regulation of mitochondrial fusion	BP	1.00000e+00	2.75100e+03	5.67860e+02
161	GO:0055088	1.09640e-01	9.49890e-01	8	44	lipid homeostasis	BP	1.00000e+00	3.33164e+03	2.13116e+03
162	GO:0016055	1.10778e-01	9.74877e-01	3	11	Wnt signaling pathway	BP	1.00000e+00	2.92764e+03	1.33298e+03
163	GO:0030031	1.15417e-01	9.65232e-01	4	17	cell projection assembly	BP	1.00000e+00	3.47176e+03	1.67262e+03
164	GO:0007059	1.15868e-01	9.49656e-01	7	38	chromosome segregation	BP	1.00000e+00	2.70645e+03	1.46214e+03
165	GO:0045456	1.17062e-01	9.83543e-01	2	6	ecdysteroid biosynthetic process	BP	1.00000e+00	1.81833e+03	1.25019e+03
166	GO:0006979	1.17345e-01	9.32240e-01	14	94	response to oxidative stress	BP	1.00000e+00	2.69323e+03	2.16459e+03
167	GO:0048132	1.17943e-01	9.64189e-01	4	17	female germ-line stem cell asymmetric division	BP	1.00000e+00	3.08565e+03	2.18931e+03
168	GO:0006833	1.19259e-01	9.83045e-01	2	6	water transport	BP	1.00000e+00	1.14800e+03	2.02745e+02
169	GO:0120009	1.19533e-01	9.63227e-01	4	18	intermembrane lipid transfer	BP	1.00000e+00	1.34433e+03	2.97713e+02
170	GO:0007160	1.19572e-01	9.63512e-01	4	17	cell-matrix adhesion	BP	1.00000e+00	3.75959e+03	1.29948e+03
171	GO:0042149	1.20166e-01	9.82837e-01	2	6	cellular response to glucose starvation	BP	1.00000e+00	3.68800e+03	2.35156e+03
172	GO:0046928	1.24367e-01	9.61181e-01	4	18	regulation of neurotransmitter secretion	BP	1.00000e+00	3.70167e+03	2.37139e+03
173	GO:0009951	1.29408e-01	9.80665e-01	2	6	polarity specification of dorsal/ventral axis	BP	1.00000e+00	2.12900e+03	1.39718e+03
174	GO:0035167	1.29969e-01	9.46218e-01	6	32	larval lymph gland hemopoiesis	BP	1.00000e+00	3.05759e+03	2.11632e+03
175	GO:0031116	1.30457e-01	9.80412e-01	2	6	positive regulation of microtubule polymerization	BP	1.00000e+00	2.44333e+03	1.59119e+03
176	GO:0060438	1.32835e-01	9.66745e-01	3	12	trachea development	BP	1.00000e+00	2.87200e+03	1.96601e+03
177	GO:0016226	1.33025e-01	9.56863e-01	4	20	iron-sulfur cluster assembly	BP	1.00000e+00	1.38700e+03	7.70841e+02
178	GO:0006633	1.33761e-01	9.43911e-01	6	34	fatty acid biosynthetic process	BP	1.00000e+00	2.18306e+03	1.65948e+03
179	GO:0002213	1.33994e-01	9.77809e-01	2	8	defense response to insect	BP	1.00000e+00	1.88775e+03	3.05903e+03
180	GO:0007275	1.34027e-01	9.65834e-01	3	13	multicellular organism development	BP	1.00000e+00	1.95908e+03	1.29351e+03
181	GO:0032837	1.37712e-01	9.78624e-01	2	6	distributive segregation	BP	1.00000e+00	2.01250e+03	5.71467e+02
182	GO:0034394	1.39537e-01	9.78164e-01	2	6	protein localization to cell surface	BP	1.00000e+00	2.41450e+03	1.02462e+03
183	GO:0007313	1.39705e-01	9.78121e-01	2	6	maternal specification of dorsal/ventral axis, oocyte, soma encoded	BP	1.00000e+00	4.67167e+03	2.31534e+03
184	GO:0070831	1.39717e-01	9.78118e-01	2	6	basement membrane assembly	BP	1.00000e+00	4.92867e+03	1.79254e+03
185	GO:0018344	1.39725e-01	9.78116e-01	2	6	protein geranylgeranylation	BP	1.00000e+00	1.69867e+03	2.61156e+02
186	GO:0006751	1.40200e-01	9.77996e-01	2	6	glutathione catabolic process	BP	1.00000e+00	2.03150e+03	5.48161e+02
187	GO:0019752	1.40603e-01	9.77893e-01	2	6	carboxylic acid metabolic process	BP	1.00000e+00	2.06183e+03	7.64226e+02
188	GO:0000055	1.40658e-01	9.77880e-01	2	6	ribosomal large subunit export from nucleus	BP	1.00000e+00	2.40183e+03	9.17525e+02
189	GO:0035160	1.42265e-01	9.62739e-01	3	13	maintenance of epithelial integrity, open tracheal system	BP	1.00000e+00	3.93608e+03	2.35886e+03
190	GO:0071689	1.42307e-01	9.77458e-01	2	6	muscle thin filament assembly	BP	1.00000e+00	7.50383e+03	8.83086e+03
191	GO:0006108	1.42515e-01	9.63161e-01	3	12	malate metabolic process	BP	1.00000e+00	2.06192e+03	8.58542e+02
192	GO:0048636	1.42785e-01	9.77336e-01	2	6	positive regulation of muscle organ development	BP	1.00000e+00	3.04250e+03	1.07437e+03
193	GO:0007131	1.43245e-01	9.44695e-01	5	27	reciprocal meiotic recombination	BP	1.00000e+00	2.30704e+03	1.72056e+03
194	GO:0030728	1.43341e-01	9.77193e-01	2	6	ovulation	BP	1.00000e+00	3.72083e+03	1.00859e+03
195	GO:0046475	1.43449e-01	9.77165e-01	2	6	glycerophospholipid catabolic process	BP	1.00000e+00	2.50800e+03	2.35982e+02
196	GO:0097250	1.45070e-01	9.74783e-01	2	8	mitochondrial respirasome assembly	BP	1.00000e+00	7.86000e+02	2.13298e+02
197	GO:0019367	1.48386e-01	9.49884e-01	4	20	fatty acid elongation, saturated fatty acid	BP	1.00000e+00	1.48645e+03	6.41351e+02
198	GO:0034625	1.48386e-01	9.49884e-01	4	20	fatty acid elongation, monounsaturated fatty acid	BP	1.00000e+00	1.48645e+03	6.41351e+02
199	GO:0034626	1.48386e-01	9.49884e-01	4	20	fatty acid elongation, polyunsaturated fatty acid	BP	1.00000e+00	1.48645e+03	6.41351e+02
