	category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	fdr	Mean_Gene_Len	Stdv_Gene_Len
13	GO:0051085	1.84267e-04	0.9999653320174432	11	31	chaperone cofactor-dependent protein refolding	BP	0.0248760958604545	1788.1	752.1954256552555
14	GO:0034620	2.58078e-04	0.9999679748996362	8	17	cellular response to unfolded protein	BP	0.032517874537429	2235.6	415.9407397237468
15	GO:0071028	4.58267e-04	0.9999900697092908	4	5	nuclear mRNA surveillance	BP	0.051017041017974	1116.6	291.86681894316115
16	GO:0034427	4.58883e-04	0.9999748247814682	5	8	nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'	BP	0.051017041017974	1425.5	925.1895751682463
17	GO:1903818	5.32992e-04	0.9999347938827514	7	16	positive regulation of voltage-gated potassium channel activity	BP	0.0542431607865027	1925.9	1816.715060039686
18	GO:0071816	5.45302e-04	0.9999649876855088	5	9	tail-anchored membrane protein insertion into ER membrane	BP	0.0542431607865027	1070.2	765.0791938351913
19	GO:0030203	7.64844e-04	0.9999808710312152	4	5	glycosaminoglycan metabolic process	BP	0.0722777929436768	2103.4	452.0728259915652
20	GO:0055070	9.86008e-04	0.9998924015503776	6	13	copper ion homeostasis	BP	0.0887407497127614	1920.2	1288.8117457473497
21	GO:0046839	1.23154e-03	0.9999044472727764	5	9	phospholipid dephosphorylation	BP	0.105800239500884	1566.3	502.9886236840308
22	GO:0007475	1.28997e-03	0.9998104385053712	7	17	apposition of dorsal and ventral imaginal disc-derived wing surfaces	BP	0.1060020419783237	6405.8	12871.033536494957
23	GO:0006094	1.43612e-03	0.9998844501683682	5	9	gluconeogenesis	BP	0.1124460889410666	2072.9	955.4309608693108
24	GO:0042026	1.48738e-03	0.9996532609271166	10	32	protein refolding	BP	0.1124460889410666	1801.9	649.9311862612841
25	GO:0001666	1.81875e-03	0.99956380429667	10	32	response to hypoxia	BP	0.1322090729711793	2715.1	1506.5670153946023
26	GO:0006986	2.04315e-03	0.9998988764294242	4	6	response to unfolded protein	BP	0.1430204824063516	2472.7	816.1475901385048
27	GO:0007498	2.33763e-03	0.9991934245360988	15	62	mesoderm development	BP	0.1577897919294525	4592.5	7311.365817732525
28	GO:0032543	2.46394e-03	0.999059143566917	17	89	mitochondrial translation	BP	0.1605805969327463	1009.9	544.6562630626049
29	GO:0016075	3.16055e-03	0.9997870769885874	4	7	rRNA catabolic process	BP	0.1991143844475085	2035.1	1565.3949231124147
30	GO:0032981	3.52329e-03	0.9991113168584754	9	36	mitochondrial respiratory chain complex I assembly	BP	0.2148071347913082	967.9	542.491892042728
31	GO:0009950	3.73350e-03	0.9991882477927728	8	24	dorsal/ventral axis specification	BP	0.215256817918029	3484.3	2409.072377954266
32	GO:0007444	3.75845e-03	0.9990722092031769	9	30	imaginal disc development	BP	0.215256817918029	2895.8	2113.043430431303
33	GO:0009062	4.46511e-03	0.999667247844788	4	7	fatty acid catabolic process	BP	0.2392364424323976	2388.7	692.1964449253888
34	GO:0006865	4.47195e-03	0.9996665874082864	4	7	amino acid transport	BP	0.2392364424323976	3253.4	1487.7196219279317
35	GO:0160032	4.58241e-03	0.9990885156693324	7	21	Toll receptor ligand protein activation cascade	BP	0.2392364424323976	1744.9	1513.3794188193926
36	GO:0006783	4.68346e-03	0.9994045265373483	5	12	heme biosynthetic process	BP	0.2392364424323976	1349.8	556.379791349598
37	GO:0061355	5.55182e-03	0.9995098310468448	4	8	Wnt protein secretion	BP	0.2761299831169485	1420.8	613.5339742019182
38	GO:0009952	6.24059e-03	0.9984769469442996	8	27	anterior/posterior pattern specification	BP	0.302428658175419	2205.8	1211.7991929154837
39	GO:0005975	6.76149e-03	0.9970774559452454	18	86	carbohydrate metabolic process	BP	0.312993181769569	2522.8	2301.018556651163
40	GO:0006465	6.88274e-03	0.9993060041508264	4	9	signal peptide processing	BP	0.312993181769569	1156.7	598.7815405749691
41	GO:0035234	6.95540e-03	0.9990245509939925	5	12	ectopic germ cell programmed cell death	BP	0.312993181769569	1790.3	466.6774998742589
42	GO:0061327	7.33754e-03	0.998957049292036	5	12	anterior Malpighian tubule development	BP	0.3160833957638348	3650.7	2043.785186581234
43	GO:0050767	7.35856e-03	0.997940792271196	9	33	regulation of neurogenesis	BP	0.3160833957638348	2797.3	1902.959953824196
44	GO:0006032	8.35460e-03	0.9984125311964828	6	17	chitin catabolic process	BP	0.3477486397075818	2670.6	2210.9719699496677
45	GO:0009253	8.46372e-03	0.998680567321432	5	14	peptidoglycan catabolic process	BP	0.3477486397075818	1268.1	686.7064734020241
46	GO:0007155	9.28246e-03	0.9968507515042854	11	46	cell adhesion	BP	0.3732735232085771	3431.7	1913.5521991583066
47	GO:0043928	9.62500e-03	0.9994601453968146	3	5	exonucleolytic catabolism of deadenylated mRNA	BP	0.3763936495446437	1272.6	334.9612514903776
48	GO:0007311	9.92454e-03	0.999436806923956	3	5	maternal specification of dorsal/ventral axis, oocyte, germ-line encoded	BP	0.3763936495446437	1458.6	498.6596434443036
49	GO:0009408	1.01582e-02	0.9960848651424344	13	64	response to heat	BP	0.3763936495446437	2187.8	1922.0181288166873
50	GO:0006487	1.03129e-02	0.99752395439584	7	24	protein N-linked glycosylation	BP	0.3763936495446437	2214.7	1335.1665463893341
51	GO:0006750	1.03558e-02	0.999402715694122	3	5	glutathione biosynthetic process	BP	0.3763936495446437	1756.2	928.0065517010104
52	GO:0043277	1.12926e-02	0.99867910433542	4	9	apoptotic cell clearance	BP	0.3801704262967862	2573.0	1177.6622794521545
53	GO:0009792	1.14265e-02	0.9980778723783308	5	14	embryo development ending in birth or egg hatching	BP	0.3801704262967862	2739.1	2636.526027730043
54	GO:0015810	1.15875e-02	0.999302268105884	3	5	aspartate transmembrane transport	BP	0.3801704262967862	2033.8	711.6219220906562
55	GO:0006552	1.17566e-02	0.999288132276728	3	5	leucine catabolic process	BP	0.3801704262967862	1841.2	468.4089666093082
56	GO:0006574	1.20224e-02	0.9992657489208552	3	5	valine catabolic process	BP	0.3801704262967862	1877.4	406.69084081154324
57	GO:0006719	1.21825e-02	0.9992521621000156	3	5	juvenile hormone catabolic process	BP	0.3801704262967862	1716.6	174.69241540490532
58	GO:0015749	1.23098e-02	0.999241316276662	3	5	monosaccharide transmembrane transport	BP	0.3801704262967862	2320.2	873.9964301986594
59	GO:1904659	1.24712e-02	0.9992274995578632	3	5	glucose transmembrane transport	BP	0.3801704262967862	3015.4	1376.4045335583576
60	GO:0055064	1.24712e-02	0.9992274981354584	3	5	chloride ion homeostasis	BP	0.3801704262967862	3834.6	237.4090141506847
61	GO:0055075	1.24712e-02	0.9992274981354584	3	5	potassium ion homeostasis	BP	0.3801704262967862	3834.6	237.4090141506847
62	GO:0097254	1.33340e-02	0.9983590703318614	4	9	renal tubular secretion	BP	0.3996653191549253	3460.9	1169.1964424285827
63	GO:0006486	1.35336e-02	0.9957346695799622	9	37	protein glycosylation	BP	0.3996653191549253	1773.5	944.9285857355826
64	GO:0060857	1.42176e-02	0.9968671383618944	6	19	establishment of glial blood-brain barrier	BP	0.413404259349695	3262.9	2474.1141720397804
65	GO:0035151	1.51353e-02	0.996577851663132	6	20	regulation of tube size, open tracheal system	BP	0.4293182700859814	2954.2	2548.043246787621
66	GO:0006836	1.56361e-02	0.9964790320768004	6	19	neurotransmitter transport	BP	0.4293182700859814	2840.5	1220.2537427420168
67	GO:0009636	1.56886e-02	0.9971354514368442	5	14	response to toxic substance	BP	0.4293182700859814	2984.7	1201.9026243283383
68	GO:0015718	1.58613e-02	0.9970956056423014	5	14	monocarboxylic acid transport	BP	0.4293182700859814	3171.6	1169.055278803342
69	GO:0071051	1.59007e-02	0.998726484075719	3	6	polyadenylation-dependent snoRNA 3'-end processing	BP	0.4293182700859814	1353.2	798.0994960251231
70	GO:0003012	1.63714e-02	0.9986738841281898	3	6	muscle system process	BP	0.4358028191805598	1637.3	810.8797006269727
71	GO:0006729	1.70338e-02	0.998598831219854	3	6	tetrahydrobiopterin biosynthetic process	BP	0.4471381860192493	1217.8	333.10929971340573
72	GO:0030239	1.79853e-02	0.9965276164463592	5	15	myofibril assembly	BP	0.4508154886520251	3532.0	2275.054578099904
73	GO:0008340	1.80420e-02	0.9897174808207494	28	172	determination of adult lifespan	BP	0.4508154886520251	2647.7	1868.1162507975919
74	GO:0009416	1.82044e-02	0.9950564264744068	7	25	response to light stimulus	BP	0.4508154886520251	3238.9	1556.0946737265056
75	GO:0071035	1.85998e-02	0.9984167046974706	3	6	nuclear polyadenylation-dependent rRNA catabolic process	BP	0.4508154886520251	2199.7	1635.854686564658
76	GO:0071038	1.85998e-02	0.9984167046974706	3	6	nuclear polyadenylation-dependent tRNA catabolic process	BP	0.4508154886520251	2199.7	1635.854686564658
77	GO:0010951	1.86051e-02	0.9984160810043716	3	6	negative regulation of endopeptidase activity	BP	0.4508154886520251	1429.8	416.8234704950713
78	GO:0018990	1.92169e-02	0.9953639524046636	6	21	ecdysis, chitin-based cuticle	BP	0.4597470314781121	2554.9	2115.7960853612362
79	GO:0007229	1.95325e-02	0.9971617473509332	4	10	integrin-mediated signaling pathway	BP	0.4614544223229021	3262.2	1255.985812021776
80	GO:1990573	2.01144e-02	0.9960001015705212	5	15	potassium ion import across plasma membrane	BP	0.4625436669182123	3294.1	2566.1696349921135
81	GO:0006820	2.03545e-02	0.9943038888339856	7	26	anion transport	BP	0.4625436669182123	2067.7	856.607842342183
82	GO:0031638	2.05854e-02	0.998176660092221	3	6	zymogen activation	BP	0.4625436669182123	2735.3	2489.265331154734
83	GO:0010038	2.09990e-02	0.9978150175097296	3	8	response to metal ion	BP	0.4625436669182123	1184.6	1171.180487531704
84	GO:0016310	2.10194e-02	0.9957709716097912	5	15	phosphorylation	BP	0.4625436669182123	2323.6	774.5166062347103
85	GO:0045047	2.11262e-02	0.997926066374878	3	7	protein targeting to ER	BP	0.4625436669182123	1044.6	492.9676480671083
86	GO:0007343	2.15002e-02	0.9966642185493608	4	11	egg activation	BP	0.4625436669182123	2796.5	2343.3073116910623
87	GO:0015813	2.15364e-02	0.998058211623188	3	6	L-glutamate transmembrane transport	BP	0.4625436669182123	2853.0	1438.8554479168504
88	GO:0007620	2.28353e-02	0.9978929276918184	3	6	copulation	BP	0.4795419586889385	4179.2	960.0894778902409
89	GO:0042908	2.28353e-02	0.9978929276918176	3	6	xenobiotic transport	BP	0.4795419586889385	3927.3	852.0077594847493
90	GO:0042594	2.42930e-02	0.98905643560839	14	72	response to starvation	BP	0.5045463005934475	2796.2	1698.654423677826
91	GO:0033499	2.53998e-02	0.9973194822203604	3	7	galactose catabolic process via UDP-galactose	BP	0.5168987254894245	1204.0	459.8648869893355
92	GO:0097428	2.54550e-02	0.9973113423467024	3	7	protein maturation by iron-sulfur cluster transfer	BP	0.5168987254894245	1408.7	840.2257714083611
93	GO:0045333	2.57082e-02	0.9972739608631482	3	7	cellular respiration	BP	0.5168987254894245	1696.4	956.4498130576216
94	GO:0006520	2.73423e-02	0.9954227120667836	4	11	cellular amino acid metabolic process	BP	0.5417476180115066	1853.8	458.5046481734882
95	GO:0035025	2.75173e-02	0.993950024497073	5	16	positive regulation of Rho protein signal transduction	BP	0.5417476180115066	4884.1	2522.9727474499205
96	GO:0071711	2.85529e-02	0.9936590584121896	5	16	basement membrane organization	BP	0.5563407851932367	4630.8	2454.4552985336686
97	GO:0000467	3.05300e-02	0.9965335912649356	3	7	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	BP	0.5887933202910837	1553.4	692.7095571826947
98	GO:0006559	3.15357e-02	0.9963726159070592	3	7	L-phenylalanine catabolic process	BP	0.6020443602430927	1456.4	395.2062236145497
99	GO:0006884	3.37165e-02	0.9960160603273688	3	7	cell volume homeostasis	BP	0.6310201087466227	3292.0	1060.2895830856776
100	GO:0045087	3.40257e-02	0.9849649562144208	12	64	innate immune response	BP	0.6310201087466227	2347.0	1415.9623989996553
101	GO:0006644	3.40551e-02	0.9904391951207112	6	23	phospholipid metabolic process	BP	0.6310201087466227	2133.4	1436.5806243852685
102	GO:0045743	3.52146e-02	0.9957653395442242	3	7	positive regulation of fibroblast growth factor receptor signaling pathway	BP	0.6461716263035417	3119.3	1272.1862750271075
103	GO:0007297	3.57636e-02	0.9932938554282658	4	12	ovarian follicle cell migration	BP	0.6499344729830615	3926.4	2314.4530836439285
104	GO:0007080	3.68548e-02	0.9928705632789708	4	13	mitotic metaphase plate congression	BP	0.6579434018371707	1957.7	1749.3529082586897
105	GO:0031032	3.71737e-02	0.992941170387496	4	12	actomyosin structure organization	BP	0.6579434018371707	4102.8	1717.5912942742423
106	GO:0006936	3.72486e-02	0.9929222998622386	4	12	muscle contraction	BP	0.6579434018371707	5409.7	4679.153561869449
107	GO:0045455	3.96372e-02	0.992313848108306	4	12	ecdysteroid metabolic process	BP	0.6936510959469779	2581.8	565.8603822695331
108	GO:0006631	4.03545e-02	0.9896184928484236	5	21	fatty acid metabolic process	BP	0.6997251434245635	1486.8	1054.398253984013
109	GO:0007031	4.17602e-02	0.9894380392063008	5	18	peroxisome organization	BP	0.7158433164430523	1867.7	673.09154074481
110	GO:0016042	4.20416e-02	0.9834554452754722	9	44	lipid catabolic process	BP	0.7158433164430523	1676.0	889.8144722008159
111	GO:0006805	4.30458e-02	0.9912398582586094	4	13	xenobiotic metabolic process	BP	0.7263976258905563	1706.4	914.7040327098276
112	GO:0030488	4.54453e-02	0.988112374913914	5	19	tRNA methylation	BP	0.7601036202541983	1923.8	1185.390553591067
113	GO:0009612	4.60321e-02	0.9904225221474026	4	13	response to mechanical stimulus	BP	0.7609811188410419	3451.8	1932.1491360719722
114	GO:0042574	4.63031e-02	0.993397602156209	3	8	retinal metabolic process	BP	0.7609811188410419	1468.6	420.5056294212956
115	GO:0006096	4.94618e-02	0.9845842900862508	6	25	glycolytic process	BP	0.8058856726156723	1847.0	689.7402687968856
116	GO:0034553	5.05302e-02	0.995969104799708	2	5	mitochondrial respiratory chain complex II assembly	BP	0.8162563383918988	633.6	90.4446792243745
117	GO:0006121	5.10608e-02	0.9921025795867664	3	9	mitochondrial electron transport, succinate to ubiquinone	BP	0.8178375169390066	1332.0	690.4150120680234
118	GO:0010496	5.31024e-02	0.9919870210527414	3	8	intercellular transport	BP	0.8433911957653253	2664.9	1839.2328181540802
119	GO:0044331	5.68889e-02	0.987077741840298	4	14	cell-cell adhesion mediated by cadherin	BP	0.8960003348511857	7492.0	4218.486085925004
120	GO:0007156	5.91054e-02	0.9751187936342516	9	45	homophilic cell adhesion via plasma membrane adhesion molecules	BP	0.9212400445595198	5773.0	3284.415239383011
121	GO:0045861	5.94663e-02	0.9829334969314064	5	21	negative regulation of proteolysis	BP	0.9212400445595198	1408.6	542.4174702368468
122	GO:0006697	5.99985e-02	0.9861242833465014	4	14	ecdysone biosynthetic process	BP	0.9219275825123164	2211.3	1118.1313127951748
123	GO:0061024	6.06387e-02	0.982629273259178	5	20	membrane organization	BP	0.9242507372126512	3352.4	1911.0934671020148
124	GO:0006888	6.32303e-02	0.9700889148405492	11	64	endoplasmic reticulum to Golgi vesicle-mediated transport	BP	0.9560417001808827	1863.9	1389.1131823395851
125	GO:0030513	6.54155e-02	0.9807003837184812	5	21	positive regulation of BMP signaling pathway	BP	0.9769877532327136	3322.3	2134.8597175471373
126	GO:0050790	6.57883e-02	0.9939008940216096	2	5	regulation of catalytic activity	BP	0.9769877532327136	935.6	452.98459134941885
127	GO:0048512	6.66588e-02	0.9884781270199656	3	9	circadian behavior	BP	0.9769877532327136	3904.3	1942.864723374567
128	GO:0008219	6.66833e-02	0.980215905292757	5	21	cell death	BP	0.9769877532327136	2059.6	1522.501121312918
129	GO:0055065	7.15558e-02	0.992471126456618	2	6	metal ion homeostasis	BP	1.0	1479.0	1676.2682760624366
130	GO:0008366	7.38646e-02	0.9866637342337804	3	9	axon ensheathment	BP	1.0	3549.1	1138.2337627945465
131	GO:0007187	7.38658e-02	0.9866634268668388	3	9	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	BP	1.0	4420.2	627.1051263593472
132	GO:0032469	7.62738e-02	0.9922967459821106	2	5	endoplasmic reticulum calcium ion homeostasis	BP	1.0	1208.6	572.8670351835581
133	GO:0046835	7.84253e-02	0.9798385990312132	4	15	carbohydrate phosphorylation	BP	1.0	1976.8	670.4014916451185
134	GO:0046512	7.93713e-02	0.991795488366546	2	5	sphingosine biosynthetic process	BP	1.0	2141.2	1037.5327271946655
135	GO:0007632	8.09873e-02	0.9789453391569358	4	15	visual behavior	BP	1.0	3130.7	1857.8844767339244
136	GO:0032259	8.10195e-02	0.9915237460083428	2	5	methylation	BP	1.0	1903.2	1677.7084848089673
137	GO:0008362	8.10863e-02	0.9789106088188736	4	15	chitin-based embryonic cuticle biosynthetic process	BP	1.0	6724.5	13608.923566869236
138	GO:0009086	8.77489e-02	0.9903786637481656	2	5	methionine biosynthetic process	BP	1.0	1290.6	348.88427880889105
139	GO:0051482	8.80631e-02	0.9903238198778926	2	5	positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway	BP	1.0	4933.6	3427.7319965248157
140	GO:0007169	8.84099e-02	0.9643208396999672	7	35	transmembrane receptor protein tyrosine kinase signaling pathway	BP	1.0	4351.2	2677.1623365658143
141	GO:0045995	9.06305e-02	0.9815955278575916	3	10	regulation of embryonic development	BP	1.0	3584.2	3053.8163599011646
142	GO:0015914	9.11932e-02	0.9814313520916708	3	10	phospholipid transport	BP	1.0	2269.1	1307.8448264224621
143	GO:0044319	9.17124e-02	0.9896777422254148	2	5	wound healing, spreading of cells	BP	1.0	5158.2	4593.8397621162185
144	GO:0006665	9.17658e-02	0.981263820270607	3	10	sphingolipid metabolic process	BP	1.0	2199.7	695.6152744153912
145	GO:0035162	9.52424e-02	0.9890371602923824	2	5	embryonic hemopoiesis	BP	1.0	3818.0	3222.812436366721
146	GO:0034446	9.53069e-02	0.9802167207906558	3	10	substrate adhesion-dependent cell spreading	BP	1.0	5776.6	3088.5734635912418
147	GO:0032922	9.65861e-02	0.979833851008319	3	10	circadian regulation of gene expression	BP	1.0	4231.1	3471.927373952399
148	GO:0030050	9.68465e-02	0.9797556357528178	3	10	vesicle transport along actin filament	BP	1.0	5622.3	1615.3036897128663
149	GO:0048137	9.69785e-02	0.972823840010601	4	16	spermatocyte division	BP	1.0	2524.9	1304.512239725542
150	GO:0070125	9.87700e-02	0.9883817928237484	2	5	mitochondrial translational elongation	BP	1.0	1722.0	449.26028090629154
151	GO:0035159	9.99554e-02	0.9619009524478672	6	29	regulation of tube length, open tracheal system	BP	1.0	5065.6	3941.611298268128
152	GO:0006099	1.00510e-01	0.957938998832176	7	37	tricarboxylic acid cycle	BP	1.0	1852.5	885.2543257897347
153	GO:0042273	1.01465e-01	0.9705760214574992	4	18	ribosomal large subunit biogenesis	BP	1.0	1370.4	606.3107217904238
154	GO:0015746	1.02238e-01	0.9877227860503084	2	5	citrate transport	BP	1.0	2486.8	674.4575301677637
155	GO:0006120	1.02469e-01	0.9699608172823434	4	19	mitochondrial electron transport, NADH to ubiquinone	BP	1.0	1086.3	430.0975216347375
156	GO:0035239	1.02736e-01	0.9876270108102068	2	5	tube morphogenesis	BP	1.0	4703.2	2388.524933928888
157	GO:0002347	1.03243e-01	0.9875290113211316	2	5	response to tumor cell	BP	1.0	3493.0	1428.7309053842155
158	GO:0015842	1.03244e-01	0.9875288008307108	2	5	aminergic neurotransmitter loading into synaptic vesicle	BP	1.0	2827.6	1022.5350067357107
159	GO:0030258	1.03244e-01	0.9875288008306944	2	5	lipid modification	BP	1.0	2738.6	778.0621054903008
160	GO:0010636	1.03244e-01	0.9875288008307056	2	5	positive regulation of mitochondrial fusion	BP	1.0	2751.0	567.8601940618835
161	GO:0055088	1.09640e-01	0.9498897792941096	8	44	lipid homeostasis	BP	1.0	3331.6	2131.156537176566
162	GO:0016055	1.10778e-01	0.9748768189120396	3	11	Wnt signaling pathway	BP	1.0	2927.6	1332.9787744833525
163	GO:0030031	1.15417e-01	0.9652315773674696	4	17	cell projection assembly	BP	1.0	3471.8	1672.624128143691
164	GO:0007059	1.15868e-01	0.9496560650237708	7	38	chromosome segregation	BP	1.0	2706.4	1462.141736548216
165	GO:0045456	1.17062e-01	0.9835431536812436	2	6	ecdysteroid biosynthetic process	BP	1.0	1818.3	1250.1903410636673
166	GO:0006979	1.17345e-01	0.9322404465188378	14	94	response to oxidative stress	BP	1.0	2693.2	2164.5939200785688
167	GO:0048132	1.17943e-01	0.9641891412287368	4	17	female germ-line stem cell asymmetric division	BP	1.0	3085.6	2189.306012554891
168	GO:0006833	1.19259e-01	0.9830449273202528	2	6	water transport	BP	1.0	1148.0	202.7453246481079
169	GO:0120009	1.19533e-01	0.96322734176223	4	18	intermembrane lipid transfer	BP	1.0	1344.3	297.71276238832775
170	GO:0007160	1.19572e-01	0.9635120353696084	4	17	cell-matrix adhesion	BP	1.0	3759.6	1299.478948014234
171	GO:0042149	1.20166e-01	0.982837443574226	2	6	cellular response to glucose starvation	BP	1.0	3688.0	2351.5596951810517
172	GO:0046928	1.24367e-01	0.9611813410423722	4	18	regulation of neurotransmitter secretion	BP	1.0	3701.7	2371.394526433761
173	GO:0009951	1.29408e-01	0.9806649162644728	2	6	polarity specification of dorsal/ventral axis	BP	1.0	2129.0	1397.1822835025262
174	GO:0035167	1.29969e-01	0.9462181564608928	6	32	larval lymph gland hemopoiesis	BP	1.0	3057.6	2116.3231065248374
175	GO:0031116	1.30457e-01	0.9804117533863778	2	6	positive regulation of microtubule polymerization	BP	1.0	2443.3	1591.1910284088735
176	GO:0060438	1.32835e-01	0.9667452601773138	3	12	trachea development	BP	1.0	2872.0	1966.0113597501584
177	GO:0016226	1.33025e-01	0.956863099296533	4	20	iron-sulfur cluster assembly	BP	1.0	1387.0	770.8410341957673
178	GO:0006633	1.33761e-01	0.9439114195598072	6	34	fatty acid biosynthetic process	BP	1.0	2183.1	1659.476316070409
179	GO:0002213	1.33994e-01	0.97780945409701	2	8	defense response to insect	BP	1.0	1887.8	3059.034804885358
180	GO:0007275	1.34027e-01	0.9658341407638272	3	13	multicellular organism development	BP	1.0	1959.1	1293.508613247078
181	GO:0032837	1.37712e-01	0.9786238723174115	2	6	distributive segregation	BP	1.0	2012.5	571.4667531886697
182	GO:0034394	1.39537e-01	0.978163899262862	2	6	protein localization to cell surface	BP	1.0	2414.5	1024.6171236125228
183	GO:0007313	1.39705e-01	0.9781213480694748	2	6	maternal specification of dorsal/ventral axis, oocyte, soma encoded	BP	1.0	4671.7	2315.3378923076334
184	GO:0070831	1.39717e-01	0.9781182681786867	2	6	basement membrane assembly	BP	1.0	4928.7	1792.5383925843512
185	GO:0018344	1.39725e-01	0.978116234429558	2	6	protein geranylgeranylation	BP	1.0	1698.7	261.15555177369333
186	GO:0006751	1.40200e-01	0.9779959551705752	2	6	glutathione catabolic process	BP	1.0	2031.5	548.1610925023166
187	GO:0019752	1.40603e-01	0.977893439207568	2	6	carboxylic acid metabolic process	BP	1.0	2061.8	764.2258428559511
188	GO:0000055	1.40658e-01	0.9778795236068608	2	6	ribosomal large subunit export from nucleus	BP	1.0	2401.8	917.5253705241918
189	GO:0035160	1.42265e-01	0.9627386244156249	3	13	maintenance of epithelial integrity, open tracheal system	BP	1.0	3936.1	2358.85514804692
190	GO:0071689	1.42307e-01	0.9774581660669204	2	6	muscle thin filament assembly	BP	1.0	7503.8	8830.855062726876
191	GO:0006108	1.42515e-01	0.9631605978838408	3	12	malate metabolic process	BP	1.0	2061.9	858.541928536723
192	GO:0048636	1.42785e-01	0.9773356512444236	2	6	positive regulation of muscle organ development	BP	1.0	3042.5	1074.3670617313867
193	GO:0007131	1.43245e-01	0.9446951725699028	5	27	reciprocal meiotic recombination	BP	1.0	2307.0	1720.5597384116231
194	GO:0030728	1.43341e-01	0.977192533361808	2	6	ovulation	BP	1.0	3720.8	1008.5898434062393
195	GO:0046475	1.43449e-01	0.9771646686342922	2	6	glycerophospholipid catabolic process	BP	1.0	2508.0	235.98234397231218
196	GO:0097250	1.45070e-01	0.974783029536012	2	8	mitochondrial respirasome assembly	BP	1.0	786.0	213.29849976031244
197	GO:0019367	1.48386e-01	0.9498840071869786	4	20	fatty acid elongation, saturated fatty acid	BP	1.0	1486.5	641.3506431742312
198	GO:0034625	1.48386e-01	0.9498840071869786	4	20	fatty acid elongation, monounsaturated fatty acid	BP	1.0	1486.5	641.3506431742312
199	GO:0034626	1.48386e-01	0.9498840071869786	4	20	fatty acid elongation, polyunsaturated fatty acid	BP	1.0	1486.5	641.3506431742312
200	GO:0002052	1.49992e-01	0.9414330386151052	5	26	positive regulation of neuroblast proliferation	BP	1.0	3788.9	3254.8685111918003
201	GO:0035721	1.52291e-01	0.973613553587208	2	7	intraciliary retrograde transport	BP	1.0	4109.0	3967.7067143916483
202	GO:0002027	1.59237e-01	0.9716341364714972	2	7	regulation of heart rate	BP	1.0	3172.4	2569.3835757207744
203	GO:0061077	1.59455e-01	0.9443606715212536	4	21	chaperone-mediated protein folding	BP	1.0	1517.1	910.7073600732621
204	GO:0042048	1.61540e-01	0.9281778682584032	6	36	olfactory behavior	BP	1.0	2348.9	2111.10041280184
205	GO:0030510	1.61555e-01	0.9709600453559234	2	7	regulation of BMP signaling pathway	BP	1.0	2443.3	1798.767650705474
206	GO:0030036	1.61780e-01	0.9083635481550872	11	70	actin cytoskeleton organization	BP	1.0	4370.1	3161.9563425260662
207	GO:0048193	1.62136e-01	0.9278353702733846	6	36	Golgi vesicle transport	BP	1.0	1960.8	1325.9002415782584
208	GO:0008039	1.62562e-01	0.927900469712982	6	34	synaptic target recognition	BP	1.0	4082.0	2781.8529107021473
