Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	dme00980:Metabolism of xenobiotics by cytochrome P450	27	1.7916390179163904	2.786649826341853E-7	FBGN0010040, FBGN0063497, FBGN0063495, FBGN0034354, FBGN0025814, FBGN0001149, FBGN0050000, FBGN0035907, FBGN0027590, FBGN0027073, FBGN0034335, FBGN0040251, FBGN0040091, FBGN0063494, FBGN0027070, FBGN0063493, FBGN0063492, FBGN0032713, FBGN0042206, FBGN0038020, FBGN0033817, FBGN0026314, FBGN0030484, FBGN0040260, FBGN0010038, FBGN0032684, FBGN0010039	439	69	3261	2.9067049618698624	3.5111176293622925E-5	5.015969687415336E-6	3.821691190411684E-6
KEGG_PATHWAY	dme00280:Valine, leucine and isoleucine degradation	17	1.1280690112806901	1.1234914701131048E-6	FBGN0035298, FBGN0038742, FBGN0030482, FBGN0051075, FBGN0034390, FBGN0029969, FBGN0023537, FBGN0036927, FBGN0037709, FBGN0035203, FBGN0040064, FBGN0035911, FBGN0036857, FBGN0036824, FBGN0033879, FBGN0010611, FBGN0031877	439	33	3261	3.8266721888589776	1.415499856060043E-4	1.76949906542814E-5	1.3481897641357258E-5
GOTERM_BP_DIRECT	GO:0006635~fatty acid beta-oxidation	15	0.9953550099535502	1.6653355103084841E-6	FBGN0035383, FBGN0032160, FBGN0032162, FBGN0029924, FBGN0261862, FBGN0029969, FBGN0031092, FBGN0034629, FBGN0034628, FBGN0030731, FBGN0027572, FBGN0035203, FBGN0040064, FBGN0032775, FBGN0033879	1167	32	10945	4.396288560411311	0.0031923404528956256	6.391557688563963E-4	6.351589636316558E-4
KEGG_PATHWAY	dme00650:Butanoate metabolism	11	0.7299270072992701	2.776862466190252E-6	FBGN0036927, FBGN0032729, FBGN0035298, FBGN0038742, FBGN0035203, FBGN0262112, FBGN0261446, FBGN0033879, FBGN0010611, FBGN0031877, FBGN0029969	439	15	3261	5.447380410022779	3.498239538586301E-4	3.887607452666353E-5	2.9619866306029356E-5
GOTERM_BP_DIRECT	GO:0003333~amino acid transmembrane transport	15	0.9953550099535502	1.2920364900246788E-5	FBGN0036493, FBGN0039045, FBGN0036279, FBGN0036764, FBGN0263776, FBGN0261794, FBGN0002778, FBGN0028886, FBGN0033443, FBGN0030817, FBGN0036116, FBGN0036007, FBGN0051547, FBGN0035969, FBGN0030218	1167	37	10945	3.80219551170708	0.024502089469183197	0.004132363373928931	0.004106522644128438
KEGG_PATHWAY	dme04142:Lysosome	35	2.3224950232249504	1.3339566565584145E-5	FBGN0039045, FBGN0051928, FBGN0260475, FBGN0041629, FBGN0031381, FBGN0040658, FBGN0000330, FBGN0027611, FBGN0050269, FBGN0030057, FBGN0036756, FBGN0038912, FBGN0033763, FBGN0035767, FBGN0034997, FBGN0029093, FBGN0034417, FBGN0260768, FBGN0260746, FBGN0260767, FBGN0041630, FBGN0037215, FBGN0032264, FBGN0034761, FBGN0029508, FBGN0029507, FBGN0033836, FBGN0030521, FBGN0050273, FBGN0051661, FBGN0051683, FBGN0014417, FBGN0051926, FBGN0028670, FBGN0032303	439	122	3261	2.131054184248852	0.0016793848502988373	1.6807853872636023E-4	1.2805983902960778E-4
GOTERM_BP_DIRECT	GO:0007306~eggshell chorion assembly	10	0.6635700066357001	1.8826490793160404E-5	FBGN0052774, FBGN0029696, FBGN0051661, FBGN0002926, FBGN0041252, FBGN0000359, FBGN0015295, FBGN0051926, FBGN0000427, FBGN0032126	1167	17	10945	5.516911134633802	0.03550169361245026	0.0051611479760106885	0.005128873991793842
KEGG_PATHWAY	dme00410:beta-Alanine metabolism	13	0.8626410086264101	2.9560595501615665E-5	FBGN0038742, FBGN0051075, FBGN0029924, FBGN0034390, FBGN0023537, FBGN0034629, FBGN0034628, FBGN0036927, FBGN0027572, FBGN0032775, FBGN0036857, FBGN0086450, FBGN0033879	439	25	3261	3.862687927107062	0.003717762031675842	3.3860318483668853E-4	2.5798337892319126E-4
KEGG_PATHWAY	dme00480:Glutathione metabolism	25	1.6589250165892502	5.725294850204539E-5	FBGN0010040, FBGN0063497, FBGN0063495, FBGN0034354, FBGN0000454, FBGN0025814, FBGN0001149, FBGN0004654, FBGN0050000, FBGN0035907, FBGN0046114, FBGN0027590, FBGN0034335, FBGN0039109, FBGN0063494, FBGN0063493, FBGN0063492, FBGN0030932, FBGN0042206, FBGN0038020, FBGN0033817, FBGN0052495, FBGN0030882, FBGN0030484, FBGN0010038, FBGN0010039	439	79	3261	2.3507107638188054	0.007188119026879991	6.011559592714766E-4	4.5802358801636314E-4
GOTERM_BP_DIRECT	GO:0030198~extracellular matrix organization	13	0.8626410086264101	8.489969789459334E-5	FBGN0260745, FBGN0039430, FBGN0016075, FBGN0086408, FBGN0263038, FBGN0262169, FBGN0011828, FBGN0003137, FBGN0034903, FBGN0000299, FBGN0030805, FBGN0051619, FBGN0050418	1167	33	10945	3.6946586689517282	0.15042099462691993	0.020365315032465577	0.020237965485623687
GOTERM_BP_DIRECT	GO:0005975~carbohydrate metabolic process	24	1.5925680159256803	1.0030002706287402E-4	FBGN0040323, FBGN0020416, FBGN0036298, FBGN0260746, FBGN0053080, FBGN0035484, FBGN0013763, FBGN0032382, FBGN0262559, FBGN0037533, FBGN0041630, FBGN0066114, FBGN0031099, FBGN0041629, FBGN0262782, FBGN0022702, FBGN0001258, FBGN0026415, FBGN0020415, FBGN0020414, FBGN0003076, FBGN0050359, FBGN0034417, FBGN0030239	1167	94	10945	2.394574194607012	0.17517638070446295	0.02138619465929503	0.02125246128987786
KEGG_PATHWAY	dme01240:Biosynthesis of cofactors	36	2.3888520238885205	1.036185719042115E-4	FBGN0016123, FBGN0034035, FBGN0051075, FBGN0036271, FBGN0020764, FBGN0053156, FBGN0046114, FBGN0027073, FBGN0027493, FBGN0040251, FBGN0040091, FBGN0042094, FBGN0027070, FBGN0032910, FBGN0014427, FBGN0032713, FBGN0034417, FBGN0014032, FBGN0036300, FBGN0030482, FBGN0021944, FBGN0020018, FBGN0003257, FBGN0026314, FBGN0052495, FBGN0005278, FBGN0030882, FBGN0031630, FBGN0004087, FBGN0040260, FBGN0032222, FBGN0032684, FBGN0037537, FBGN0035632, FBGN0033853, FBGN0035978, FBGN0014930	439	139	3261	1.92386227692106	0.012971748671920524	0.0010043030815331268	7.651833002157157E-4
KEGG_PATHWAY	dme00270:Cysteine and methionine metabolism	15	0.9953550099535502	1.1427872007875957E-4	FBGN0262559, FBGN0032350, FBGN0030482, FBGN0038080, FBGN0262782, FBGN0001258, FBGN0001125, FBGN0032726, FBGN0001124, FBGN0032727, FBGN0052495, FBGN0005278, FBGN0030882, FBGN0046114, FBGN0014427, FBGN0039849	439	36	3261	3.0951025056947605	0.014296758262256626	0.001028508480708836	7.836255091114941E-4
GOTERM_BP_DIRECT	GO:0033540~fatty acid beta-oxidation using acyl-CoA oxidase	6	0.3981420039814201	2.376772426965098E-4	FBGN0034629, FBGN0034628, FBGN0030731, FBGN0027572, FBGN0032775, FBGN0029924	1167	7	10945	8.03892765332354	0.36643618192577776	0.04561026287346023	0.045325050182224415
KEGG_PATHWAY	dme04146:Peroxisome	26	1.7252820172528203	2.4434215198740057E-4	FBGN0032790, FBGN0023516, FBGN0032715, FBGN0030731, FBGN0027572, FBGN0035588, FBGN0032775, FBGN0013563, FBGN0034142, FBGN0035233, FBGN0032881, FBGN0040805, FBGN0029924, FBGN0031092, FBGN0034629, FBGN0026872, FBGN0034628, FBGN0015808, FBGN0033631, FBGN0034488, FBGN0037019, FBGN0038349, FBGN0036821, FBGN0032787, FBGN0033812, FBGN0031877	439	91	3261	2.122356003904979	0.030321662260723303	0.002052474076694165	0.0015637897727193636
KEGG_PATHWAY	dme01230:Biosynthesis of amino acids	21	1.39349701393497	3.8550147317233644E-4	FBGN0086355, FBGN0032350, FBGN0030482, FBGN0039094, FBGN0036030, FBGN0001125, FBGN0023129, FBGN0039052, FBGN0001124, FBGN0250906, FBGN0001145, FBGN0005278, FBGN0050499, FBGN0050410, FBGN0000064, FBGN0001142, FBGN0038957, FBGN0014869, FBGN0027580, FBGN0037607, FBGN0014427	439	68	3261	2.2940171512796463	0.047421299829766395	0.002888051117437324	0.002200419898999866
KEGG_PATHWAY	dme00640:Propanoate metabolism	12	0.7962840079628402	3.8965769044789294E-4	FBGN0034629, FBGN0034628, FBGN0036927, FBGN0037709, FBGN0027572, FBGN0038742, FBGN0032775, FBGN0001258, FBGN0029924, FBGN0023537, FBGN0033879, FBGN0034390	439	27	3261	3.301442672741078	0.04792021218084641	0.002888051117437324	0.002200419898999866
GOTERM_BP_DIRECT	GO:0048511~rhythmic process	9	0.5972130059721301	4.1680477853362136E-4	FBGN0036198, FBGN0014396, FBGN0033872, FBGN0032421, FBGN0032422, FBGN0032897, FBGN0032899, FBGN0015801, FBGN0032900	1167	19	10945	4.442565282099851	0.5508651033171723	0.07271348818236541	0.07225879206032873
GOTERM_BP_DIRECT	GO:0019991~septate junction assembly	12	0.7962840079628402	5.39449078136853E-4	FBGN0036198, FBGN0033032, FBGN0036433, FBGN0025631, FBGN0261284, FBGN0036299, FBGN0032421, FBGN0250785, FBGN0020278, FBGN0015777, FBGN0010238, FBGN0036945	1167	34	10945	3.3101466807802806	0.6451363669748078	0.08626689841205173	0.08572744933391488
KEGG_PATHWAY	dme00030:Pentose phosphate pathway	11	0.7299270072992701	5.819361929588773E-4	FBGN0004654, FBGN0030596, FBGN0050499, FBGN0050410, FBGN0000064, FBGN0003076, FBGN0032820, FBGN0037607, FBGN0036030, FBGN0033735, FBGN0030239	439	24	3261	3.4046127562642368	0.07072010900530201	0.004073553350712141	0.0031036596957806787
KEGG_PATHWAY	dme01040:Biosynthesis of unsaturated fatty acids	11	0.7299270072992701	8.554660628356521E-4	FBGN0034629, FBGN0029975, FBGN0032715, FBGN0034628, FBGN0030731, FBGN0027572, FBGN0015808, FBGN0039756, FBGN0039754, FBGN0032775, FBGN0029924	439	25	3261	3.2684282460136673	0.10222415264225504	0.005673090732489061	0.004322354843801189
GOTERM_BP_DIRECT	GO:0009636~response to toxic substance	9	0.5972130059721301	9.238289718925505E-4	FBGN0004512, FBGN0010040, FBGN0013277, FBGN0034716, FBGN0013278, FBGN0033817, FBGN0013279, FBGN0035695, FBGN0031010, FBGN0001149	1167	21	10945	4.01946382666177	0.8304439032373202	0.13514875155437137	0.1343036316905608
GOTERM_BP_DIRECT	GO:0051085~chaperone mediated protein folding requiring cofactor	11	0.7299270072992701	9.859731744456483E-4	FBGN0013276, FBGN0013277, FBGN0013278, FBGN0013279, FBGN0261274, FBGN0031322, FBGN0001230, FBGN0013275, FBGN0051354, FBGN0037312, FBGN0263106	1167	31	10945	3.327943168311358	0.8495316274746245	0.13514875155437137	0.1343036316905608
KEGG_PATHWAY	dme00520:Amino sugar and nucleotide sugar metabolism	16	1.06171201061712	0.0010313526433924467	FBGN0038321, FBGN0036298, FBGN0041630, FBGN0035147, FBGN0036300, FBGN0034035, FBGN0031099, FBGN0041629, FBGN0263200, FBGN0022702, FBGN0039580, FBGN0030995, FBGN0001186, FBGN0003076, FBGN0031661, FBGN0035978	439	48	3261	2.4760820045558085	0.12191992818649511	0.0064975216533724135	0.004950492688283744
KEGG_PATHWAY	dme01250:Biosynthesis of nucleotide sugars	12	0.7962840079628402	0.001117472165280008	FBGN0038321, FBGN0036298, FBGN0036262, FBGN0001186, FBGN0035147, FBGN0003076, FBGN0034035, FBGN0036300, FBGN0031661, FBGN0035978, FBGN0263200, FBGN0039580	439	30	3261	2.9712984054669707	0.13140665646966398	0.006704832991680048	0.005108444184137179
GOTERM_BP_DIRECT	GO:0034620~cellular response to unfolded protein	8	0.53085600530856	0.0011348023933376772	FBGN0013276, FBGN0013277, FBGN0013278, FBGN0013279, FBGN0001230, FBGN0013275, FBGN0051354, FBGN0031260	1167	17	10945	4.413528907707041	0.8869650025977309	0.14231278041796624	0.1414228620411994
GOTERM_BP_DIRECT	GO:0035080~heat shock-mediated polytene chromosome puffing	6	0.3981420039814201	0.00118655783568914	FBGN0013276, FBGN0013277, FBGN0013278, FBGN0013279, FBGN0013275, FBGN0051354	1167	9	10945	6.252499285918309	0.8976691121277941	0.14231278041796624	0.1414228620411994
KEGG_PATHWAY	dme00053:Ascorbate and aldarate metabolism	13	0.8626410086264101	0.0017538496687741002	FBGN0036262, FBGN0051075, FBGN0026314, FBGN0032684, FBGN0040260, FBGN0027073, FBGN0037537, FBGN0040251, FBGN0040091, FBGN0027070, FBGN0036857, FBGN0032713, FBGN0034417	439	36	3261	2.682422171602126	0.19842687221209554	0.010023100804089084	0.00763664823168692
KEGG_PATHWAY	dme00531:Glycosaminoglycan degradation	8	0.53085600530856	0.0018296136388416579	FBGN0033836, FBGN0260746, FBGN0041630, FBGN0260475, FBGN0014417, FBGN0033763, FBGN0041629, FBGN0034417	439	15	3261	3.961731207289294	0.20605609409325	0.010023100804089084	0.00763664823168692
GOTERM_BP_DIRECT	GO:0032222~regulation of synaptic transmission, cholinergic	7	0.46449900464499	0.0020365751179559095	FBGN0036198, FBGN0033872, FBGN0032421, FBGN0032422, FBGN0032897, FBGN0032899, FBGN0032900	1167	14	10945	4.689374464438732	0.9800437195066852	0.22989339125631705	0.2284558088201129
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	11	0.7299270072992701	0.002749486948306112	FBGN0013276, FBGN0004512, FBGN0013277, FBGN0001168, FBGN0013278, FBGN0013279, FBGN0013275, FBGN0051354, FBGN0010651, FBGN0027657, FBGN0020764	1167	35	10945	2.9476068062186314	0.9949394776112658	0.2931258585444127	0.29129286724554193
GOTERM_BP_DIRECT	GO:0034475~U4 snRNA 3'-end processing	5	0.33178500331785005	0.003441720620384643	FBGN0260648, FBGN0034065, FBGN0032487, FBGN0037815, FBGN0030789	1167	7	10945	6.699106377769617	0.9986659040050399	0.34761378265884896	0.3454400643722902
GOTERM_BP_DIRECT	GO:1903818~positive regulation of voltage-gated potassium channel activity	7	0.46449900464499	0.004504928479490461	FBGN0036198, FBGN0033872, FBGN0032421, FBGN0032422, FBGN0032897, FBGN0032899, FBGN0032900	1167	16	10945	4.10320265638389	0.9998281698374891	0.43224788760710975	0.42954493051941545
GOTERM_BP_DIRECT	GO:0007498~mesoderm development	15	0.9953550099535502	0.004861941528128098	FBGN0085446, FBGN0014380, FBGN0002526, FBGN0003149, FBGN0004169, FBGN0035917, FBGN0002772, FBGN0000320, FBGN0027364, FBGN0004133, FBGN0000064, FBGN0026562, FBGN0030594, FBGN0000591, FBGN0010246	1167	62	10945	2.2690521602122895	0.9999137011680008	0.43374584927583726	0.4310335250489951
GOTERM_BP_DIRECT	GO:0042026~protein refolding	10	0.6635700066357001	0.0049725944158772375	FBGN0013276, FBGN0013277, FBGN0013278, FBGN0013279, FBGN0001230, FBGN0011296, FBGN0013275, FBGN0051354, FBGN0001229, FBGN0014877	1167	32	10945	2.9308590402742074	0.99993029216891	0.43374584927583726	0.4310335250489951
KEGG_PATHWAY	dme00860:Porphyrin metabolism	14	0.92899800928998	0.005849887949613806	FBGN0036271, FBGN0020764, FBGN0021944, FBGN0020018, FBGN0026314, FBGN0032684, FBGN0040260, FBGN0027073, FBGN0032222, FBGN0040251, FBGN0040091, FBGN0027070, FBGN0032713, FBGN0034417	439	46	3261	2.260770525898782	0.5225282397307884	0.03071191173547248	0.023399551798455223
GOTERM_BP_DIRECT	GO:0006986~response to unfolded protein	5	0.33178500331785005	0.006305381989825798	FBGN0013276, FBGN0013277, FBGN0013278, FBGN0013279, FBGN0013275	1167	8	10945	5.861718080548415	0.9999946833234155	0.5041678349364878	0.5010151439415749
GOTERM_BP_DIRECT	GO:0034427~nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'	5	0.33178500331785005	0.006305381989825798	FBGN0260648, FBGN0034065, FBGN0032487, FBGN0037815, FBGN0030789	1167	8	10945	5.861718080548415	0.9999946833234155	0.5041678349364878	0.5010151439415749
GOTERM_BP_DIRECT	GO:0030203~glycosaminoglycan metabolic process	4	0.26542800265428	0.010221336297091013	FBGN0033836, FBGN0041630, FBGN0260475, FBGN0041629	1167	5	10945	7.502999143101971	0.9999999972890077	0.7128016743002894	0.7083443423088337
GOTERM_BP_DIRECT	GO:0071028~nuclear mRNA surveillance	4	0.26542800265428	0.010221336297091013	FBGN0034065, FBGN0032487, FBGN0037815, FBGN0030789	1167	5	10945	7.502999143101971	0.9999999972890077	0.7128016743002894	0.7083443423088337
GOTERM_BP_DIRECT	GO:0046839~phospholipid dephosphorylation	5	0.33178500331785005	0.010400441313396614	FBGN0037166, FBGN0037341, FBGN0041087, FBGN0051717, FBGN0037163	1167	9	10945	5.210416071598591	0.9999999980847456	0.7128016743002894	0.7083443423088337
GOTERM_BP_DIRECT	GO:0006094~gluconeogenesis	5	0.33178500331785005	0.010400441313396614	FBGN0250906, FBGN0086355, FBGN0003067, FBGN0027580, FBGN0032820	1167	9	10945	5.210416071598591	0.9999999980847456	0.7128016743002894	0.7083443423088337
