Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0007379~segment specification	6	0.8928571428571428	0.0024573586354189815	FBGN0010825, FBGN0041111, FBGN0016917, FBGN0266557, FBGN0000015, FBGN0261885	544	20	10945	6.035845588235294	0.9680018014277577	0.3123079429377942	0.3111909617398765
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	29	4.315476190476191	0.0037161998440133925	FBGN0043900, FBGN0039585, FBGN0014340, FBGN0043884, FBGN0033782, FBGN0260397, FBGN0019650, FBGN0262656, FBGN0262975, FBGN0000015, FBGN0000611, FBGN0004656, FBGN0003862, FBGN0004110, FBGN0001185, FBGN0004372, FBGN0039907, FBGN0011481, FBGN0037794, FBGN0061200, FBGN0261617, FBGN0041111, FBGN0025800, FBGN0265598, FBGN0002723, FBGN0026577, FBGN0265630, FBGN0031698, FBGN0033636	544	329	10945	1.7734500715179689	0.9945309359067371	0.3760131597493764	0.3746683344283843
GOTERM_BP_DIRECT	GO:0007616~long-term memory	11	1.636904761904762	0.003765510898777732	FBGN0030600, FBGN0003520, FBGN0019985, FBGN0028397, FBGN0261934, FBGN0041210, FBGN0038934, FBGN0016917, FBGN0000108, FBGN0002932, FBGN0037705	544	75	10945	2.950857843137255	0.994896828027664	0.3760131597493764	0.3746683344283843
GOTERM_BP_DIRECT	GO:0006338~chromatin remodeling	11	1.636904761904762	0.003765510898777732	FBGN0039124, FBGN0061200, FBGN0039633, FBGN0033233, FBGN0052529, FBGN0266557, FBGN0033636, FBGN0261885, FBGN0053182, FBGN0004656, FBGN0005624	544	75	10945	2.950857843137255	0.994896828027664	0.3760131597493764	0.3746683344283843
GOTERM_BP_DIRECT	GO:0006357~regulation of transcription from RNA polymerase II promoter	49	7.291666666666667	0.004319303123631083	FBGN0043900, FBGN0036374, FBGN0035481, FBGN0039602, FBGN0033782, FBGN0086758, FBGN0000015, FBGN0003567, FBGN0000611, FBGN0005624, FBGN0029711, FBGN0050401, FBGN0001185, FBGN0004372, FBGN0031885, FBGN0051612, FBGN0259789, FBGN0261239, FBGN0001994, FBGN0020379, FBGN0002723, FBGN0004861, FBGN0031610, FBGN0003254, FBGN0052971, FBGN0016917, FBGN0037445, FBGN0085405, FBGN0019650, FBGN0262656, FBGN0262975, FBGN0028647, FBGN0261885, FBGN0004110, FBGN0027592, FBGN0035106, FBGN0039907, FBGN0010768, FBGN0052767, FBGN0011481, FBGN0033010, FBGN0004607, FBGN0025800, FBGN0004606, FBGN0026575, FBGN0026411, FBGN0030664, FBGN0035357, FBGN0038547	544	657	10945	1.5005399991046648	0.9976557573849069	0.4025590511224169	0.40111928341453984
GOTERM_BP_DIRECT	GO:1901215~negative regulation of neuron death	5	0.744047619047619	0.005277844562204059	FBGN0045035, FBGN0022960, FBGN0000108, FBGN0028408, FBGN0038816	544	15	10945	6.706495098039215	0.9993907357015349	0.4611516686225796	0.45950234219689085
GOTERM_BP_DIRECT	GO:0016319~mushroom body development	11	1.636904761904762	0.00655110727607729	FBGN0266098, FBGN0026199, FBGN0264975, FBGN0019650, FBGN0025800, FBGN0086758, FBGN0032059, FBGN0033159, FBGN0025743, FBGN0000108, FBGN0024913	544	81	10945	2.7322757806826434	0.9998984694971905	0.52541562300524	0.5235364541103714
GOTERM_BP_DIRECT	GO:0007611~learning or memory	5	0.744047619047619	0.006765008021526695	FBGN0003301, FBGN0004103, FBGN0041111, FBGN0000108, FBGN0000017	544	16	10945	6.287339154411765	0.9999248785324798	0.52541562300524	0.5235364541103714
GOTERM_BP_DIRECT	GO:0098609~cell-cell adhesion	8	1.1904761904761905	0.007963252387673658	FBGN0262509, FBGN0039431, FBGN0029830, FBGN0001075, FBGN0264975, FBGN0261574, FBGN0021764, FBGN0000633	544	47	10945	3.42459324155194	0.9999861217079089	0.5404600006134429	0.5385270249317068
GOTERM_BP_DIRECT	GO:0007613~memory	6	0.8928571428571428	0.008156247867359705	FBGN0003301, FBGN0010329, FBGN0267366, FBGN0041210, FBGN0003996, FBGN0000479	544	26	10945	4.64295814479638	0.9999894288202918	0.5404600006134429	0.5385270249317068
GOTERM_BP_DIRECT	GO:0048675~axon extension	6	0.8928571428571428	0.008156247867359705	FBGN0003301, FBGN0000464, FBGN0010341, FBGN0264975, FBGN0046704, FBGN0000479	544	26	10945	4.64295814479638	0.9999894288202918	0.5404600006134429	0.5385270249317068
GOTERM_BP_DIRECT	GO:0000077~DNA damage checkpoint	5	0.744047619047619	0.008505092999639302	FBGN0264495, FBGN0014340, FBGN0045035, FBGN0002901, FBGN0020238	544	17	10945	5.9174956747404845	0.9999935376227191	0.5404600006134429	0.5385270249317068
KEGG_PATHWAY	dme04391:Hippo signaling pathway - fly	7	1.0416666666666665	0.00928157748125444	FBGN0010382, FBGN0010825, FBGN0001075, FBGN0262656, FBGN0260941, FBGN0026192, FBGN0020238	108	56	3261	3.7743055555555554	0.48900435933749176	0.6775551561315741	0.6775551561315741
GOTERM_BP_DIRECT	GO:0016573~histone acetylation	9	1.3392857142857142	0.010105208077998912	FBGN0036374, FBGN0027620, FBGN0003862, FBGN0039585, FBGN0014340, FBGN0053554, FBGN0261617, FBGN0041210, FBGN0036039	544	61	10945	2.968448649951784	0.9999993253694227	0.6142209083931512	0.6120241240283689
GOTERM_BP_DIRECT	GO:0007614~short-term memory	6	0.8928571428571428	0.011233635261307988	FBGN0003301, FBGN0266098, FBGN0019985, FBGN0000108, FBGN0266557, FBGN0000479	544	28	10945	4.311318277310924	0.9999998632067988	0.6543592539711903	0.6520189132917511
GOTERM_BP_DIRECT	GO:0016571~histone methylation	5	0.744047619047619	0.012805424695522783	FBGN0003862, FBGN0264495, FBGN0005386, FBGN0036398, FBGN0025639	544	19	10945	5.294601393188854	0.9999999852272432	0.716079348973634	0.7135182640345294
GOTERM_BP_DIRECT	GO:0031396~regulation of protein ubiquitination	3	0.4464285714285714	0.013788297621292338	FBGN0052672, FBGN0043362, FBGN0000257	544	4	10945	15.089613970588236	0.9999999963335815	0.7413861567141034	0.7387345610177011
GOTERM_BP_DIRECT	GO:0007432~salivary gland boundary specification	4	0.5952380952380952	0.014862734770156202	FBGN0015774, FBGN0005631, FBGN0264089, FBGN0000611	544	11	10945	7.316176470588235	0.9999999992020973	0.7420751145956561	0.739421054815271
GOTERM_BP_DIRECT	GO:0007612~learning	4	0.5952380952380952	0.014862734770156202	FBGN0003301, FBGN0010329, FBGN0019985, FBGN0000479	544	11	10945	7.316176470588235	0.9999999992020973	0.7420751145956561	0.739421054815271
GOTERM_BP_DIRECT	GO:0006281~DNA repair	11	1.636904761904762	0.017842650007157602	FBGN0264495, FBGN0052479, FBGN0036730, FBGN0030674, FBGN0014340, FBGN0050169, FBGN0036486, FBGN0053554, FBGN0260794, FBGN0045035, FBGN0002901	544	94	10945	2.3544078535669586	0.9999999999884835	0.8601387831036664	0.8570624641369152
GOTERM_BP_DIRECT	GO:0044719~regulation of imaginal disc-derived wing size	4	0.5952380952380952	0.01909855827658148	FBGN0026199, FBGN0053196, FBGN0025800, FBGN0024913	544	12	10945	6.706495098039215	0.9999999999980773	0.889992815688697	0.8868097226426
GOTERM_BP_DIRECT	GO:0070373~negative regulation of ERK1 and ERK2 cascade	5	0.744047619047619	0.021494899079096148	FBGN0032208, FBGN0016641, FBGN0011230, FBGN0262866, FBGN0003416	544	22	10945	4.572610294117647	0.9999999999999373	0.941720891670634	0.9383527911997088
GOTERM_BP_DIRECT	GO:0048149~behavioral response to ethanol	8	1.1904761904761905	0.02193200562740715	FBGN0026575, FBGN0003301, FBGN0010329, FBGN0243516, FBGN0025777, FBGN0026718, FBGN0000479, FBGN0037705	544	57	10945	2.8237874097007225	0.9999999999999664	0.941720891670634	0.9383527911997088
GOTERM_BP_DIRECT	GO:1900242~regulation of synaptic vesicle endocytosis	3	0.4464285714285714	0.022229463108105092	FBGN0010300, FBGN0261671, FBGN0038816	544	5	10945	12.071691176470589	0.999999999999978	0.941720891670634	0.9383527911997088
GOTERM_BP_DIRECT	GO:0046622~positive regulation of organ growth	4	0.5952380952380952	0.02393048880327203	FBGN0262656, FBGN0259168, FBGN0043362, FBGN0266557	544	13	10945	6.1906108597285066	0.9999999999999981	0.9839653925580675	0.9804462030281745
GOTERM_BP_DIRECT	GO:0042059~negative regulation of epidermal growth factor receptor signaling pathway	6	0.8928571428571428	0.024951984865502447	FBGN0010825, FBGN0260938, FBGN0010015, FBGN0035106, FBGN0004390, FBGN0003416	544	34	10945	3.5504974048442905	0.9999999999999996	0.9966535669134977	0.9930889976469973
GOTERM_BP_DIRECT	GO:0007409~axonogenesis	8	1.1904761904761905	0.02601801795023002	FBGN0010341, FBGN0030276, FBGN0027491, FBGN0264975, FBGN0250788, FBGN0000108, FBGN0033987, FBGN0000017	544	59	10945	2.7280658025922233	0.9999999999999999	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0048749~compound eye development	12	1.7857142857142856	0.02732865000989639	FBGN0015774, FBGN0038223, FBGN0026411, FBGN0026313, FBGN0000662, FBGN0261617, FBGN0004395, FBGN0019650, FBGN0025743, FBGN0043362, FBGN0002932, FBGN0000017	544	115	10945	2.0994245524296677	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0035556~intracellular signal transduction	13	1.9345238095238095	0.027840661181155024	FBGN0085386, FBGN0261549, FBGN0259927, FBGN0085413, FBGN0033266, FBGN0017581, FBGN0262866, FBGN0025743, FBGN0020621, FBGN0003416, FBGN0003301, FBGN0023172, FBGN0004390	544	130	10945	2.0119485294117645	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0050808~synapse organization	8	1.1904761904761905	0.030595084240892724	FBGN0030600, FBGN0029830, FBGN0264975, FBGN0000108, FBGN0004449, FBGN0085382, FBGN0046704, FBGN0038816	544	61	10945	2.6386210221793633	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0000187~activation of MAPK activity	3	0.4464285714285714	0.032259134028968295	FBGN0024326, FBGN0025743, FBGN0261524	544	6	10945	10.059742647058824	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0007528~neuromuscular junction development	7	1.0416666666666665	0.03320891836966921	FBGN0003301, FBGN0266098, FBGN0019985, FBGN0261041, FBGN0262866, FBGN0011802, FBGN0038816	544	49	10945	2.8742121848739495	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0009888~tissue development	4	0.5952380952380952	0.03537913457979122	FBGN0015774, FBGN0261239, FBGN0001075, FBGN0031981	544	15	10945	5.365196078431372	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0045467~R7 cell development	4	0.5952380952380952	0.03537913457979122	FBGN0039883, FBGN0000464, FBGN0004449, FBGN0046704	544	15	10945	5.365196078431372	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0016199~axon midline choice point recognition	5	0.744047619047619	0.037617208009757194	FBGN0005631, FBGN0264089, FBGN0038853, FBGN0250788, FBGN0000017	544	26	10945	3.8691317873303164	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0051568~histone H3-K4 methylation	5	0.744047619047619	0.037617208009757194	FBGN0003862, FBGN0005386, FBGN0261617, FBGN0031698, FBGN0031885	544	26	10945	3.8691317873303164	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0007286~spermatid development	5	0.744047619047619	0.037617208009757194	FBGN0010341, FBGN0243516, FBGN0266717, FBGN0004372, FBGN0011224	544	26	10945	3.8691317873303164	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0007549~dosage compensation	4	0.5952380952380952	0.04198239455458875	FBGN0014340, FBGN0264270, FBGN0061200, FBGN0005617	544	16	10945	5.029871323529412	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0072499~photoreceptor cell axon guidance	5	0.744047619047619	0.042487932216088965	FBGN0005631, FBGN0263391, FBGN0264975, FBGN0250788, FBGN0000017	544	27	10945	3.7258306100217866	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0070868~heterochromatin organization involved in chromatin silencing	5	0.744047619047619	0.042487932216088965	FBGN0035608, FBGN0026577, FBGN0000662, FBGN0263144, FBGN0036398	544	27	10945	3.7258306100217866	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:1990709~presynaptic active zone organization	3	0.4464285714285714	0.043699505350280665	FBGN0039883, FBGN0030706, FBGN0046704	544	7	10945	8.622636554621849	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0060968~regulation of gene silencing	3	0.4464285714285714	0.043699505350280665	FBGN0261239, FBGN0039214, FBGN0034834	544	7	10945	8.622636554621849	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0006511~ubiquitin-dependent protein catabolic process	12	1.7857142857142856	0.046038125700960664	FBGN0037760, FBGN0032208, FBGN0052479, FBGN0026175, FBGN0031057, FBGN0266717, FBGN0011230, FBGN0028476, FBGN0039214, FBGN0260794, FBGN0051528, FBGN0262166	544	125	10945	1.9314705882352943	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0008406~gonad development	5	0.744047619047619	0.047696981708905566	FBGN0005631, FBGN0264089, FBGN0003254, FBGN0004110, FBGN0003701	544	28	10945	3.592765231092437	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0007442~hindgut morphogenesis	4	0.5952380952380952	0.04915610203008788	FBGN0003254, FBGN0016917, FBGN0261574, FBGN0003701	544	17	10945	4.733996539792387	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0032968~positive regulation of transcription elongation from RNA polymerase II promoter	4	0.5952380952380952	0.04915610203008788	FBGN0003862, FBGN0038773, FBGN0033865, FBGN0004656	544	17	10945	4.733996539792387	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0007446~imaginal disc growth	4	0.5952380952380952	0.04915610203008788	FBGN0002431, FBGN0264270, FBGN0001075, FBGN0032475	544	17	10945	4.733996539792387	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0008088~axo-dendritic transport	4	0.5952380952380952	0.04915610203008788	FBGN0266521, FBGN0040395, FBGN0030276, FBGN0038816	544	17	10945	4.733996539792387	1.0	1.0	0.9971367215461704
KEGG_PATHWAY	dme04350:TGF-beta signaling pathway	5	0.744047619047619	0.05073685650310226	FBGN0026175, FBGN0261617, FBGN0025800, FBGN0262656, FBGN0024913	108	43	3261	3.5109819121447026	0.9764583675538383	1.0	1.0
GOTERM_BP_DIRECT	GO:0040008~regulation of growth	5	0.744047619047619	0.05324307106555842	FBGN0029944, FBGN0033266, FBGN0001075, FBGN0017581, FBGN0020238	544	29	10945	3.4688767748478706	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0032924~activin receptor signaling pathway	3	0.4464285714285714	0.05638644970829914	FBGN0026199, FBGN0025800, FBGN0024913	544	8	10945	7.544806985294118	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0009887~animal organ morphogenesis	4	0.5952380952380952	0.056884555211018005	FBGN0015774, FBGN0014135, FBGN0031981, FBGN0000611	544	18	10945	4.470996732026144	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0048190~wing disc dorsal/ventral pattern formation	7	1.0416666666666665	0.057907133306913654	FBGN0265630, FBGN0041111, FBGN0264978, FBGN0261885, FBGN0040071, FBGN0020238, FBGN0036814	544	56	10945	2.5149356617647056	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0048813~dendrite morphogenesis	11	1.636904761904762	0.05923869436458471	FBGN0005631, FBGN0264089, FBGN0010341, FBGN0030276, FBGN0264975, FBGN0025800, FBGN0262975, FBGN0020379, FBGN0000017, FBGN0085450, FBGN0004656	544	115	10945	1.9244725063938621	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0045886~negative regulation of synaptic growth at neuromuscular junction	6	0.8928571428571428	0.06023837793020712	FBGN0030600, FBGN0039431, FBGN0261041, FBGN0000017, FBGN0263456, FBGN0038826	544	43	10945	2.8073700410396722	1.0	1.0	0.9971367215461704
KEGG_PATHWAY	dme04068:FoxO signaling pathway	6	0.8928571428571428	0.06033275799369639	FBGN0036196, FBGN0052672, FBGN0261617, FBGN0025800, FBGN0045035, FBGN0025777	108	65	3261	2.7871794871794866	0.9886724948458906	1.0	1.0
GOTERM_BP_DIRECT	GO:0031507~heterochromatin assembly	8	1.1904761904761905	0.06148032026294861	FBGN0264495, FBGN0004861, FBGN0032475, FBGN0052529, FBGN0262166, FBGN0025639, FBGN0265623, FBGN0005624	544	71	10945	2.2669842584921294	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0018105~peptidyl-serine phosphorylation	7	1.0416666666666665	0.06213950126837489	FBGN0027101, FBGN0017581, FBGN0259168, FBGN0262866, FBGN0025743, FBGN0020621, FBGN0038816	544	57	10945	2.470813983488132	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0007274~neuromuscular synaptic transmission	7	1.0416666666666665	0.06213950126837489	FBGN0003301, FBGN0053547, FBGN0010341, FBGN0261041, FBGN0250788, FBGN0004449, FBGN0263456	544	57	10945	2.470813983488132	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0008587~imaginal disc-derived wing margin morphogenesis	6	0.8928571428571428	0.06532001627920891	FBGN0026597, FBGN0265630, FBGN0020251, FBGN0011224, FBGN0039907, FBGN0261885	544	44	10945	2.7435661764705883	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0007476~imaginal disc-derived wing morphogenesis	12	1.7857142857142856	0.06908057645119259	FBGN0029944, FBGN0261285, FBGN0004395, FBGN0001075, FBGN0036801, FBGN0004607, FBGN0025800, FBGN0266557, FBGN0004390, FBGN0002932, FBGN0265598, FBGN0261885	544	134	10945	1.8017449517120283	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0030334~regulation of cell migration	3	0.4464285714285714	0.07016860188469584	FBGN0014135, FBGN0025740, FBGN0262740	544	9	10945	6.706495098039216	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0010592~positive regulation of lamellipodium assembly	3	0.4464285714285714	0.07016860188469584	FBGN0010341, FBGN0000017, FBGN0026192	544	9	10945	6.706495098039216	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0045815~positive regulation of gene expression, epigenetic	3	0.4464285714285714	0.07016860188469584	FBGN0264495, FBGN0005386, FBGN0040071	544	9	10945	6.706495098039216	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0031122~cytoplasmic microtubule organization	5	0.744047619047619	0.07187215404058098	FBGN0026432, FBGN0263197, FBGN0034451, FBGN0004449, FBGN0001612	544	32	10945	3.1436695772058827	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0032880~regulation of protein localization	4	0.5952380952380952	0.07393003058942291	FBGN0001075, FBGN0037949, FBGN0262740, FBGN0000017	544	20	10945	4.023897058823529	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0007266~Rho protein signal transduction	4	0.5952380952380952	0.07393003058942291	FBGN0031118, FBGN0039883, FBGN0010341, FBGN0261556	544	20	10945	4.023897058823529	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	4	0.5952380952380952	0.07393003058942291	FBGN0011260, FBGN0005631, FBGN0264089, FBGN0033159	544	20	10945	4.023897058823529	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0017148~negative regulation of translation	6	0.8928571428571428	0.07617843012538782	FBGN0263144, FBGN0264270, FBGN0004581, FBGN0035424, FBGN0000810, FBGN0010300	544	46	10945	2.6242806905370846	1.0	1.0	0.9971367215461704
KEGG_PATHWAY	dme04013:MAPK signaling pathway - fly	7	1.0416666666666665	0.08284748134280631	FBGN0029944, FBGN0265464, FBGN0016641, FBGN0024326, FBGN0261524, FBGN0004390, FBGN0003733	108	93	3261	2.2727001194743126	0.998023974524777	1.0	1.0
GOTERM_BP_DIRECT	GO:0007431~salivary gland development	4	0.5952380952380952	0.08320406362808494	FBGN0030674, FBGN0003254, FBGN0278604, FBGN0261574	544	21	10945	3.832282913165266	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0048096~chromatin-mediated maintenance of transcription	3	0.4464285714285714	0.08490650018962846	FBGN0264495, FBGN0005386, FBGN0040071	544	10	10945	6.035845588235294	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:2000274~regulation of epithelial cell migration, open tracheal system	3	0.4464285714285714	0.08490650018962846	FBGN0005631, FBGN0264089, FBGN0005626	544	10	10945	6.035845588235294	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0008347~glial cell migration	5	0.744047619047619	0.08589964464047728	FBGN0015774, FBGN0014135, FBGN0264089, FBGN0264491, FBGN0261617	544	34	10945	2.9587478373702423	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0007280~pole cell migration	4	0.5952380952380952	0.09294761592546642	FBGN0004110, FBGN0000015, FBGN0003733, FBGN0020238	544	22	10945	3.6580882352941173	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0034976~response to endoplasmic reticulum stress	5	0.744047619047619	0.09337536907489546	FBGN0033638, FBGN0039633, FBGN0261984, FBGN0262975, FBGN0029870	544	35	10945	2.8742121848739495	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0007165~signal transduction	22	3.273809523809524	0.09358740113367484	FBGN0085386, FBGN0039883, FBGN0260658, FBGN0038853, FBGN0037754, FBGN0037950, FBGN0261859, FBGN0023523, FBGN0002306, FBGN0020621, FBGN0000479, FBGN0025836, FBGN0020238, FBGN0030204, FBGN0259171, FBGN0261570, FBGN0040370, FBGN0016917, FBGN0026393, FBGN0086690, FBGN0033987, FBGN0032821	544	311	10945	1.4232433327028562	1.0	1.0	0.9971367215461704
GOTERM_BP_DIRECT	GO:0032368~regulation of lipid transport	2	0.2976190476190476	0.09676637774176675	FBGN0041111, FBGN0053087	544	2	10945	20.11948529411765	1.0	1.0	0.9971367215461704
