category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	fdr
GO:0034394	0.13953721731806637	0.9781638992628621	2	6	protein localization to cell surface	BP	1.0
GO:0007313	0.139705281686145	0.9781213480694748	2	6	maternal specification of dorsal/ventral axis, oocyte, soma encoded	BP	1.0
GO:0070831	0.13971744108073123	0.9781182681786869	2	6	basement membrane assembly	BP	1.0
GO:0018344	0.1397254699248653	0.9781162344295581	2	6	protein geranylgeranylation	BP	1.0
GO:0006751	0.14019976186869948	0.9779959551705751	2	6	glutathione catabolic process	BP	1.0
GO:0019752	0.14060316307747545	0.977893439207568	2	6	carboxylic acid metabolic process	BP	1.0
GO:0000055	0.1406578613940765	0.9778795236068608	2	6	ribosomal large subunit export from nucleus	BP	1.0
GO:0035160	0.14226530553666136	0.9627386244156247	3	13	maintenance of epithelial integrity, open tracheal system	BP	1.0
GO:0071689	0.142307414244642	0.9774581660669203	2	6	muscle thin filament assembly	BP	1.0
GO:0006108	0.14251497104694155	0.9631605978838409	3	12	malate metabolic process	BP	1.0
GO:0048636	0.14278463961962978	0.9773356512444236	2	6	positive regulation of muscle organ development	BP	1.0
GO:0007131	0.14324454404817266	0.9446951725699027	5	27	reciprocal meiotic recombination	BP	1.0
GO:0030728	0.14334076683286803	0.9771925333618081	2	6	ovulation	BP	1.0
GO:0046475	0.14344887505183973	0.9771646686342922	2	6	glycerophospholipid catabolic process	BP	1.0
GO:0097250	0.1450704423842729	0.974783029536012	2	8	mitochondrial respirasome assembly	BP	1.0
GO:0019367	0.14838600379447534	0.9498840071869786	4	20	fatty acid elongation, saturated fatty acid	BP	1.0
GO:0034625	0.14838600379447534	0.9498840071869786	4	20	fatty acid elongation, monounsaturated fatty acid	BP	1.0
GO:0034626	0.14838600379447534	0.9498840071869786	4	20	fatty acid elongation, polyunsaturated fatty acid	BP	1.0
GO:0002052	0.14999233222536018	0.9414330386151051	5	26	positive regulation of neuroblast proliferation	BP	1.0
GO:0035721	0.1522914948755232	0.9736135535872081	2	7	intraciliary retrograde transport	BP	1.0
GO:0002027	0.15923657806474253	0.9716341364714971	2	7	regulation of heart rate	BP	1.0
GO:0061077	0.15945539420112448	0.9443606715212536	4	21	chaperone-mediated protein folding	BP	1.0
GO:0042048	0.16153980334607163	0.9281778682584033	6	36	olfactory behavior	BP	1.0
GO:0030510	0.16155517257148808	0.9709600453559234	2	7	regulation of BMP signaling pathway	BP	1.0
GO:0030036	0.16178008820745055	0.9083635481550872	11	70	actin cytoskeleton organization	BP	1.0
GO:0048193	0.16213576396195817	0.9278353702733846	6	36	Golgi vesicle transport	BP	1.0
GO:0008039	0.16256244684053636	0.9279004697129821	6	34	synaptic target recognition	BP	1.0
GO:0051603	0.16548480897261897	0.9535254288863078	3	13	proteolysis involved in protein catabolic process	BP	1.0
GO:0006727	0.1659113794755619	0.9415410967166484	4	20	ommochrome biosynthetic process	BP	1.0
GO:0045434	0.1673291174416149	0.9513699279935649	3	16	negative regulation of female receptivity, post-mating	BP	1.0
GO:0030431	0.1678190232362956	0.9142330381844699	8	52	sleep	BP	1.0
GO:0006139	0.17151138218449297	0.9679902847471652	2	7	nucleobase-containing compound metabolic process	BP	1.0
GO:0001676	0.1722742560159822	0.938414478964326	4	20	long-chain fatty acid metabolic process	BP	1.0
GO:0042749	0.17368347584215604	0.9673262318803943	2	7	regulation of circadian sleep/wake cycle	BP	1.0
GO:0006090	0.1738556719539434	0.9500309319317881	3	13	pyruvate metabolic process	BP	1.0
GO:0061760	0.17485137269175854	0.9669667957494084	2	7	antifungal innate immune response	BP	1.0
GO:0034551	0.17634971928069182	0.9653936280645345	2	8	mitochondrial respiratory chain complex III assembly	BP	1.0
GO:0007277	0.17717460626692633	0.9662468314082262	2	7	pole cell development	BP	1.0
GO:0006636	0.17846092577364275	0.965845368208965	2	7	unsaturated fatty acid biosynthetic process	BP	1.0
GO:0043068	0.17865363905172918	0.965785047964751	2	7	positive regulation of programmed cell death	BP	1.0
GO:0009649	0.17911938204099714	0.9477874121198239	3	13	entrainment of circadian clock	BP	1.0
GO:0007548	0.18024324511544987	0.9462042655557874	3	15	sex differentiation	BP	1.0
GO:0006154	0.18097269478763695	0.9650556176318367	2	7	adenosine catabolic process	BP	1.0
GO:0046103	0.18097269478763695	0.9650556176318367	2	7	inosine biosynthetic process	BP	1.0
GO:0007516	0.18189844417358778	0.9647626026739333	2	7	hemocyte development	BP	1.0
GO:0097206	0.18308957195765646	0.9643840542243999	2	7	nephrocyte filtration	BP	1.0
GO:0045214	0.18428994444882588	0.9149802222412787	6	35	sarcomere organization	BP	1.0
GO:0010862	0.184777775475249	0.9638445703869014	2	7	positive regulation of pathway-restricted SMAD protein phosphorylation	BP	1.0
GO:0035008	0.1849206472959117	0.9637987548178056	2	7	positive regulation of melanization defense response	BP	1.0
GO:0006164	0.18574103063456343	0.9635351964268756	2	7	purine nucleotide biosynthetic process	BP	1.0
GO:0035313	0.18586114671126594	0.96349653886764	2	7	wound healing, spreading of epidermal cells	BP	1.0
GO:0006730	0.18587198511058536	0.931201463202038	4	21	one-carbon metabolic process	BP	1.0
GO:0019094	0.1860173876337339	0.9634462287865778	2	7	pole plasm mRNA localization	BP	1.0
GO:0040001	0.18616100253493498	0.963399958114363	2	7	establishment of mitotic spindle localization	BP	1.0
GO:0007158	0.1861811794793497	0.963393455379387	2	7	neuron cell-cell adhesion	BP	1.0
GO:0046011	0.1861853015218849	0.9633921268441229	2	7	regulation of oskar mRNA translation	BP	1.0
GO:0033617	0.18866052337999137	0.9412402913740103	3	18	mitochondrial cytochrome c oxidase assembly	BP	1.0
GO:0030497	0.19313718764331433	0.9270897825444868	4	22	fatty acid elongation	BP	1.0
GO:0006614	0.1955093273767181	0.959036716900499	2	8	SRP-dependent cotranslational protein targeting to membrane	BP	1.0
GO:0007264	0.20364321664730817	0.9218615492202713	4	21	small GTPase mediated signal transduction	BP	1.0
GO:0007391	0.21164737776844866	0.8642516027182248	14	99	dorsal closure	BP	1.0
GO:0006302	0.21228025110932153	0.9059728881011222	5	29	double-strand break repair	BP	1.0
GO:0071333	0.21232332071057766	0.9530827358831122	2	8	cellular response to glucose stimulus	BP	1.0
GO:0042761	0.2128869673325412	0.9161253709455882	4	23	very long-chain fatty acid biosynthetic process	BP	1.0
GO:0016339	0.21352647891196724	0.9157724377850271	4	23	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	BP	1.0
GO:0007605	0.2144268187883836	0.8744539986811087	10	67	sensory perception of sound	BP	1.0
GO:0045132	0.21603578171930427	0.951720970881408	2	8	meiotic chromosome segregation	BP	1.0
GO:0008062	0.2166544339453616	0.9514923868386028	2	8	eclosion rhythm	BP	1.0
GO:0031573	0.21679764789192518	0.951439403669627	2	8	mitotic intra-S DNA damage checkpoint signaling	BP	1.0
GO:0006641	0.21806325822232772	0.950970078462796	2	8	triglyceride metabolic process	BP	1.0
GO:0030032	0.21843487269423514	0.950831896843591	2	8	lamellipodium assembly	BP	1.0
GO:0033539	0.21847123106028984	0.9508183681302222	2	8	fatty acid beta-oxidation using acyl-CoA dehydrogenase	BP	1.0
GO:0045467	0.21927167731574515	0.9281033957459885	3	15	R7 cell development	BP	1.0
GO:0006207	0.21945789062866208	0.9504506144656311	2	8	'de novo' pyrimidine nucleobase biosynthetic process	BP	1.0
GO:0016558	0.21977307826330097	0.9503328821741416	2	8	protein import into peroxisome matrix	BP	1.0
GO:0035001	0.22154430608752831	0.9496689894158696	2	8	dorsal trunk growth, open tracheal system	BP	1.0
GO:0006883	0.22263566619205477	0.9492579937497548	2	8	cellular sodium ion homeostasis	BP	1.0
GO:0030007	0.22263566619205477	0.9492579937497548	2	8	cellular potassium ion homeostasis	BP	1.0
GO:0036376	0.22263566619205477	0.9492579937497548	2	8	sodium ion export across plasma membrane	BP	1.0
GO:0140861	0.22324400153567592	0.9261541236816754	3	15	DNA repair-dependent chromatin remodeling	BP	1.0
GO:0007280	0.22344109766079467	0.9106039340154252	4	22	pole cell migration	BP	1.0
GO:0045747	0.2253231090192767	0.8890204965237948	6	37	positive regulation of Notch signaling pathway	BP	1.0
GO:0008584	0.22576402382302826	0.9480717232743678	2	8	male gonad development	BP	1.0
GO:0006629	0.2262224512068472	0.8810108273727523	7	46	lipid metabolic process	BP	1.0
GO:1902692	0.22688558170535666	0.9243499893605662	3	15	regulation of neuroblast proliferation	BP	1.0
GO:0035290	0.22889583195348545	0.9468720221548782	2	8	trunk segmentation	BP	1.0
GO:0048526	0.22899699095098514	0.946833068960141	2	8	imaginal disc-derived wing expansion	BP	1.0
