	category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	fdr	Mean_Gene_Len	Stdv_Gene_Len
18	GO:0071816	5.45302e-04	9.99965e-01	5	9	tail-anchored membrane protein insertion into ER membrane	BP	5.42432e-02	1070.2	765.1
19	GO:0030203	7.64844e-04	9.99981e-01	4	5	glycosaminoglycan metabolic process	BP	7.22778e-02	2103.4	452.1
20	GO:0055070	9.86008e-04	9.99892e-01	6	13	copper ion homeostasis	BP	8.87407e-02	1920.2	1288.8
21	GO:0046839	1.23154e-03	9.99904e-01	5	9	phospholipid dephosphorylation	BP	1.05800e-01	1566.3	503.0
22	GO:0007475	1.28997e-03	9.99810e-01	7	17	apposition of dorsal and ventral imaginal disc-derived wing surfaces	BP	1.06002e-01	6405.8	12871.0
23	GO:0006094	1.43612e-03	9.99884e-01	5	9	gluconeogenesis	BP	1.12446e-01	2072.9	955.4
24	GO:0042026	1.48738e-03	9.99653e-01	10	32	protein refolding	BP	1.12446e-01	1801.9	649.9
25	GO:0001666	1.81875e-03	9.99564e-01	10	32	response to hypoxia	BP	1.32209e-01	2715.1	1506.6
26	GO:0006986	2.04315e-03	9.99899e-01	4	6	response to unfolded protein	BP	1.43020e-01	2472.7	816.1
27	GO:0007498	2.33763e-03	9.99193e-01	15	62	mesoderm development	BP	1.57790e-01	4592.5	7311.4
28	GO:0032543	2.46394e-03	9.99059e-01	17	89	mitochondrial translation	BP	1.60581e-01	1009.9	544.7
29	GO:0016075	3.16055e-03	9.99787e-01	4	7	rRNA catabolic process	BP	1.99114e-01	2035.1	1565.4
30	GO:0032981	3.52329e-03	9.99111e-01	9	36	mitochondrial respiratory chain complex I assembly	BP	2.14807e-01	967.9	542.5
31	GO:0009950	3.73350e-03	9.99188e-01	8	24	dorsal/ventral axis specification	BP	2.15257e-01	3484.3	2409.1
32	GO:0007444	3.75845e-03	9.99072e-01	9	30	imaginal disc development	BP	2.15257e-01	2895.8	2113.0
33	GO:0009062	4.46511e-03	9.99667e-01	4	7	fatty acid catabolic process	BP	2.39236e-01	2388.7	692.2
34	GO:0006865	4.47195e-03	9.99667e-01	4	7	amino acid transport	BP	2.39236e-01	3253.4	1487.7
35	GO:0160032	4.58241e-03	9.99089e-01	7	21	Toll receptor ligand protein activation cascade	BP	2.39236e-01	1744.9	1513.4
36	GO:0006783	4.68346e-03	9.99405e-01	5	12	heme biosynthetic process	BP	2.39236e-01	1349.8	556.4
37	GO:0061355	5.55182e-03	9.99510e-01	4	8	Wnt protein secretion	BP	2.76130e-01	1420.8	613.5
38	GO:0009952	6.24059e-03	9.98477e-01	8	27	anterior/posterior pattern specification	BP	3.02429e-01	2205.8	1211.8
39	GO:0005975	6.76149e-03	9.97077e-01	18	86	carbohydrate metabolic process	BP	3.12993e-01	2522.8	2301.0
40	GO:0006465	6.88274e-03	9.99306e-01	4	9	signal peptide processing	BP	3.12993e-01	1156.7	598.8
41	GO:0035234	6.95540e-03	9.99025e-01	5	12	ectopic germ cell programmed cell death	BP	3.12993e-01	1790.3	466.7
42	GO:0061327	7.33754e-03	9.98957e-01	5	12	anterior Malpighian tubule development	BP	3.16083e-01	3650.7	2043.8
43	GO:0050767	7.35856e-03	9.97941e-01	9	33	regulation of neurogenesis	BP	3.16083e-01	2797.3	1903.0
44	GO:0006032	8.35460e-03	9.98413e-01	6	17	chitin catabolic process	BP	3.47749e-01	2670.6	2211.0
45	GO:0009253	8.46372e-03	9.98681e-01	5	14	peptidoglycan catabolic process	BP	3.47749e-01	1268.1	686.7
46	GO:0007155	9.28246e-03	9.96851e-01	11	46	cell adhesion	BP	3.73274e-01	3431.7	1913.6
47	GO:0043928	9.62500e-03	9.99460e-01	3	5	exonucleolytic catabolism of deadenylated mRNA	BP	3.76394e-01	1272.6	335.0
48	GO:0007311	9.92454e-03	9.99437e-01	3	5	maternal specification of dorsal/ventral axis, oocyte, germ-line encoded	BP	3.76394e-01	1458.6	498.7
49	GO:0009408	1.01582e-02	9.96085e-01	13	64	response to heat	BP	3.76394e-01	2187.8	1922.0
50	GO:0006487	1.03129e-02	9.97524e-01	7	24	protein N-linked glycosylation	BP	3.76394e-01	2214.7	1335.2
51	GO:0006750	1.03558e-02	9.99403e-01	3	5	glutathione biosynthetic process	BP	3.76394e-01	1756.2	928.0
52	GO:0043277	1.12926e-02	9.98679e-01	4	9	apoptotic cell clearance	BP	3.80170e-01	2573.0	1177.7
53	GO:0009792	1.14265e-02	9.98078e-01	5	14	embryo development ending in birth or egg hatching	BP	3.80170e-01	2739.1	2636.5
54	GO:0015810	1.15875e-02	9.99302e-01	3	5	aspartate transmembrane transport	BP	3.80170e-01	2033.8	711.6
55	GO:0006552	1.17566e-02	9.99288e-01	3	5	leucine catabolic process	BP	3.80170e-01	1841.2	468.4
56	GO:0006574	1.20224e-02	9.99266e-01	3	5	valine catabolic process	BP	3.80170e-01	1877.4	406.7
57	GO:0006719	1.21825e-02	9.99252e-01	3	5	juvenile hormone catabolic process	BP	3.80170e-01	1716.6	174.7
58	GO:0015749	1.23098e-02	9.99241e-01	3	5	monosaccharide transmembrane transport	BP	3.80170e-01	2320.2	874.0
59	GO:1904659	1.24712e-02	9.99227e-01	3	5	glucose transmembrane transport	BP	3.80170e-01	3015.4	1376.4
60	GO:0055064	1.24712e-02	9.99227e-01	3	5	chloride ion homeostasis	BP	3.80170e-01	3834.6	237.4
61	GO:0055075	1.24712e-02	9.99227e-01	3	5	potassium ion homeostasis	BP	3.80170e-01	3834.6	237.4
62	GO:0097254	1.33340e-02	9.98359e-01	4	9	renal tubular secretion	BP	3.99665e-01	3460.9	1169.2
63	GO:0006486	1.35336e-02	9.95735e-01	9	37	protein glycosylation	BP	3.99665e-01	1773.5	944.9
64	GO:0060857	1.42176e-02	9.96867e-01	6	19	establishment of glial blood-brain barrier	BP	4.13404e-01	3262.9	2474.1
65	GO:0035151	1.51353e-02	9.96578e-01	6	20	regulation of tube size, open tracheal system	BP	4.29318e-01	2954.2	2548.0
66	GO:0006836	1.56361e-02	9.96479e-01	6	19	neurotransmitter transport	BP	4.29318e-01	2840.5	1220.3
67	GO:0009636	1.56886e-02	9.97135e-01	5	14	response to toxic substance	BP	4.29318e-01	2984.7	1201.9
68	GO:0015718	1.58613e-02	9.97096e-01	5	14	monocarboxylic acid transport	BP	4.29318e-01	3171.6	1169.1
69	GO:0071051	1.59007e-02	9.98726e-01	3	6	polyadenylation-dependent snoRNA 3'-end processing	BP	4.29318e-01	1353.2	798.1
70	GO:0003012	1.63714e-02	9.98674e-01	3	6	muscle system process	BP	4.35803e-01	1637.3	810.9
71	GO:0006729	1.70338e-02	9.98599e-01	3	6	tetrahydrobiopterin biosynthetic process	BP	4.47138e-01	1217.8	333.1
72	GO:0030239	1.79853e-02	9.96528e-01	5	15	myofibril assembly	BP	4.50815e-01	3532.0	2275.1
73	GO:0008340	1.80420e-02	9.89717e-01	28	172	determination of adult lifespan	BP	4.50815e-01	2647.7	1868.1
74	GO:0009416	1.82044e-02	9.95056e-01	7	25	response to light stimulus	BP	4.50815e-01	3238.9	1556.1
75	GO:0071035	1.85998e-02	9.98417e-01	3	6	nuclear polyadenylation-dependent rRNA catabolic process	BP	4.50815e-01	2199.7	1635.9
76	GO:0071038	1.85998e-02	9.98417e-01	3	6	nuclear polyadenylation-dependent tRNA catabolic process	BP	4.50815e-01	2199.7	1635.9
77	GO:0010951	1.86051e-02	9.98416e-01	3	6	negative regulation of endopeptidase activity	BP	4.50815e-01	1429.8	416.8
78	GO:0018990	1.92169e-02	9.95364e-01	6	21	ecdysis, chitin-based cuticle	BP	4.59747e-01	2554.9	2115.8
79	GO:0007229	1.95325e-02	9.97162e-01	4	10	integrin-mediated signaling pathway	BP	4.61454e-01	3262.2	1256.0
80	GO:1990573	2.01144e-02	9.96000e-01	5	15	potassium ion import across plasma membrane	BP	4.62544e-01	3294.1	2566.2
81	GO:0006820	2.03545e-02	9.94304e-01	7	26	anion transport	BP	4.62544e-01	2067.7	856.6
82	GO:0031638	2.05854e-02	9.98177e-01	3	6	zymogen activation	BP	4.62544e-01	2735.3	2489.3
83	GO:0010038	2.09990e-02	9.97815e-01	3	8	response to metal ion	BP	4.62544e-01	1184.6	1171.2
84	GO:0016310	2.10194e-02	9.95771e-01	5	15	phosphorylation	BP	4.62544e-01	2323.6	774.5
85	GO:0045047	2.11262e-02	9.97926e-01	3	7	protein targeting to ER	BP	4.62544e-01	1044.6	493.0
86	GO:0007343	2.15002e-02	9.96664e-01	4	11	egg activation	BP	4.62544e-01	2796.5	2343.3
87	GO:0015813	2.15364e-02	9.98058e-01	3	6	L-glutamate transmembrane transport	BP	4.62544e-01	2853.0	1438.9
88	GO:0007620	2.28353e-02	9.97893e-01	3	6	copulation	BP	4.79542e-01	4179.2	960.1
89	GO:0042908	2.28353e-02	9.97893e-01	3	6	xenobiotic transport	BP	4.79542e-01	3927.3	852.0
90	GO:0042594	2.42930e-02	9.89056e-01	14	72	response to starvation	BP	5.04546e-01	2796.2	1698.7
91	GO:0033499	2.53998e-02	9.97319e-01	3	7	galactose catabolic process via UDP-galactose	BP	5.16899e-01	1204.0	459.9
92	GO:0097428	2.54550e-02	9.97311e-01	3	7	protein maturation by iron-sulfur cluster transfer	BP	5.16899e-01	1408.7	840.2
93	GO:0045333	2.57082e-02	9.97274e-01	3	7	cellular respiration	BP	5.16899e-01	1696.4	956.4
94	GO:0006520	2.73423e-02	9.95423e-01	4	11	cellular amino acid metabolic process	BP	5.41748e-01	1853.8	458.5
95	GO:0035025	2.75173e-02	9.93950e-01	5	16	positive regulation of Rho protein signal transduction	BP	5.41748e-01	4884.1	2523.0
96	GO:0071711	2.85529e-02	9.93659e-01	5	16	basement membrane organization	BP	5.56341e-01	4630.8	2454.5
97	GO:0000467	3.05300e-02	9.96534e-01	3	7	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	BP	5.88793e-01	1553.4	692.7
98	GO:0006559	3.15357e-02	9.96373e-01	3	7	L-phenylalanine catabolic process	BP	6.02044e-01	1456.4	395.2
99	GO:0006884	3.37165e-02	9.96016e-01	3	7	cell volume homeostasis	BP	6.31020e-01	3292.0	1060.3
100	GO:0045087	3.40257e-02	9.84965e-01	12	64	innate immune response	BP	6.31020e-01	2347.0	1416.0
101	GO:0006644	3.40551e-02	9.90439e-01	6	23	phospholipid metabolic process	BP	6.31020e-01	2133.4	1436.6
102	GO:0045743	3.52146e-02	9.95765e-01	3	7	positive regulation of fibroblast growth factor receptor signaling pathway	BP	6.46172e-01	3119.3	1272.2
103	GO:0007297	3.57636e-02	9.93294e-01	4	12	ovarian follicle cell migration	BP	6.49934e-01	3926.4	2314.5
104	GO:0007080	3.68548e-02	9.92871e-01	4	13	mitotic metaphase plate congression	BP	6.57943e-01	1957.7	1749.4
105	GO:0031032	3.71737e-02	9.92941e-01	4	12	actomyosin structure organization	BP	6.57943e-01	4102.8	1717.6
106	GO:0006936	3.72486e-02	9.92922e-01	4	12	muscle contraction	BP	6.57943e-01	5409.7	4679.2
107	GO:0045455	3.96372e-02	9.92314e-01	4	12	ecdysteroid metabolic process	BP	6.93651e-01	2581.8	565.9
108	GO:0006631	4.03545e-02	9.89618e-01	5	21	fatty acid metabolic process	BP	6.99725e-01	1486.8	1054.4
109	GO:0007031	4.17602e-02	9.89438e-01	5	18	peroxisome organization	BP	7.15843e-01	1867.7	673.1
110	GO:0016042	4.20416e-02	9.83455e-01	9	44	lipid catabolic process	BP	7.15843e-01	1676.0	889.8
111	GO:0006805	4.30458e-02	9.91240e-01	4	13	xenobiotic metabolic process	BP	7.26398e-01	1706.4	914.7
112	GO:0030488	4.54453e-02	9.88112e-01	5	19	tRNA methylation	BP	7.60104e-01	1923.8	1185.4
113	GO:0009612	4.60321e-02	9.90423e-01	4	13	response to mechanical stimulus	BP	7.60981e-01	3451.8	1932.1
114	GO:0042574	4.63031e-02	9.93398e-01	3	8	retinal metabolic process	BP	7.60981e-01	1468.6	420.5
115	GO:0006096	4.94618e-02	9.84584e-01	6	25	glycolytic process	BP	8.05886e-01	1847.0	689.7
116	GO:0034553	5.05302e-02	9.95969e-01	2	5	mitochondrial respiratory chain complex II assembly	BP	8.16256e-01	633.6	90.4
117	GO:0006121	5.10608e-02	9.92103e-01	3	9	mitochondrial electron transport, succinate to ubiquinone	BP	8.17838e-01	1332.0	690.4
118	GO:0010496	5.31024e-02	9.91987e-01	3	8	intercellular transport	BP	8.43391e-01	2664.9	1839.2
119	GO:0044331	5.68889e-02	9.87078e-01	4	14	cell-cell adhesion mediated by cadherin	BP	8.96000e-01	7492.0	4218.5
120	GO:0007156	5.91054e-02	9.75119e-01	9	45	homophilic cell adhesion via plasma membrane adhesion molecules	BP	9.21240e-01	5773.0	3284.4
121	GO:0045861	5.94663e-02	9.82933e-01	5	21	negative regulation of proteolysis	BP	9.21240e-01	1408.6	542.4
122	GO:0006697	5.99985e-02	9.86124e-01	4	14	ecdysone biosynthetic process	BP	9.21928e-01	2211.3	1118.1
123	GO:0061024	6.06387e-02	9.82629e-01	5	20	membrane organization	BP	9.24251e-01	3352.4	1911.1
124	GO:0006888	6.32303e-02	9.70089e-01	11	64	endoplasmic reticulum to Golgi vesicle-mediated transport	BP	9.56042e-01	1863.9	1389.1
125	GO:0030513	6.54155e-02	9.80700e-01	5	21	positive regulation of BMP signaling pathway	BP	9.76988e-01	3322.3	2134.9
126	GO:0050790	6.57883e-02	9.93901e-01	2	5	regulation of catalytic activity	BP	9.76988e-01	935.6	453.0
127	GO:0048512	6.66588e-02	9.88478e-01	3	9	circadian behavior	BP	9.76988e-01	3904.3	1942.9
128	GO:0008219	6.66833e-02	9.80216e-01	5	21	cell death	BP	9.76988e-01	2059.6	1522.5
129	GO:0055065	7.15558e-02	9.92471e-01	2	6	metal ion homeostasis	BP	1.00000e+00	1479.0	1676.3
130	GO:0008366	7.38646e-02	9.86664e-01	3	9	axon ensheathment	BP	1.00000e+00	3549.1	1138.2
131	GO:0007187	7.38658e-02	9.86663e-01	3	9	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	BP	1.00000e+00	4420.2	627.1
132	GO:0032469	7.62738e-02	9.92297e-01	2	5	endoplasmic reticulum calcium ion homeostasis	BP	1.00000e+00	1208.6	572.9
133	GO:0046835	7.84253e-02	9.79839e-01	4	15	carbohydrate phosphorylation	BP	1.00000e+00	1976.8	670.4
134	GO:0046512	7.93713e-02	9.91795e-01	2	5	sphingosine biosynthetic process	BP	1.00000e+00	2141.2	1037.5
135	GO:0007632	8.09873e-02	9.78945e-01	4	15	visual behavior	BP	1.00000e+00	3130.7	1857.9
136	GO:0032259	8.10195e-02	9.91524e-01	2	5	methylation	BP	1.00000e+00	1903.2	1677.7
137	GO:0008362	8.10863e-02	9.78911e-01	4	15	chitin-based embryonic cuticle biosynthetic process	BP	1.00000e+00	6724.5	13608.9
138	GO:0009086	8.77489e-02	9.90379e-01	2	5	methionine biosynthetic process	BP	1.00000e+00	1290.6	348.9
139	GO:0051482	8.80631e-02	9.90324e-01	2	5	positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway	BP	1.00000e+00	4933.6	3427.7
140	GO:0007169	8.84099e-02	9.64321e-01	7	35	transmembrane receptor protein tyrosine kinase signaling pathway	BP	1.00000e+00	4351.2	2677.2
141	GO:0045995	9.06305e-02	9.81596e-01	3	10	regulation of embryonic development	BP	1.00000e+00	3584.2	3053.8
142	GO:0015914	9.11932e-02	9.81431e-01	3	10	phospholipid transport	BP	1.00000e+00	2269.1	1307.8
143	GO:0044319	9.17124e-02	9.89678e-01	2	5	wound healing, spreading of cells	BP	1.00000e+00	5158.2	4593.8
144	GO:0006665	9.17658e-02	9.81264e-01	3	10	sphingolipid metabolic process	BP	1.00000e+00	2199.7	695.6
145	GO:0035162	9.52424e-02	9.89037e-01	2	5	embryonic hemopoiesis	BP	1.00000e+00	3818.0	3222.8
146	GO:0034446	9.53069e-02	9.80217e-01	3	10	substrate adhesion-dependent cell spreading	BP	1.00000e+00	5776.6	3088.6
147	GO:0032922	9.65861e-02	9.79834e-01	3	10	circadian regulation of gene expression	BP	1.00000e+00	4231.1	3471.9
148	GO:0030050	9.68465e-02	9.79756e-01	3	10	vesicle transport along actin filament	BP	1.00000e+00	5622.3	1615.3
149	GO:0048137	9.69785e-02	9.72824e-01	4	16	spermatocyte division	BP	1.00000e+00	2524.9	1304.5
150	GO:0070125	9.87700e-02	9.88382e-01	2	5	mitochondrial translational elongation	BP	1.00000e+00	1722.0	449.3
151	GO:0035159	9.99554e-02	9.61901e-01	6	29	regulation of tube length, open tracheal system	BP	1.00000e+00	5065.6	3941.6
152	GO:0006099	1.00510e-01	9.57939e-01	7	37	tricarboxylic acid cycle	BP	1.00000e+00	1852.5	885.3
153	GO:0042273	1.01465e-01	9.70576e-01	4	18	ribosomal large subunit biogenesis	BP	1.00000e+00	1370.4	606.3
154	GO:0015746	1.02238e-01	9.87723e-01	2	5	citrate transport	BP	1.00000e+00	2486.8	674.5
155	GO:0006120	1.02469e-01	9.69961e-01	4	19	mitochondrial electron transport, NADH to ubiquinone	BP	1.00000e+00	1086.3	430.1
156	GO:0035239	1.02736e-01	9.87627e-01	2	5	tube morphogenesis	BP	1.00000e+00	4703.2	2388.5
157	GO:0002347	1.03243e-01	9.87529e-01	2	5	response to tumor cell	BP	1.00000e+00	3493.0	1428.7
158	GO:0015842	1.03244e-01	9.87529e-01	2	5	aminergic neurotransmitter loading into synaptic vesicle	BP	1.00000e+00	2827.6	1022.5
159	GO:0030258	1.03244e-01	9.87529e-01	2	5	lipid modification	BP	1.00000e+00	2738.6	778.1
160	GO:0010636	1.03244e-01	9.87529e-01	2	5	positive regulation of mitochondrial fusion	BP	1.00000e+00	2751.0	567.9
161	GO:0055088	1.09640e-01	9.49890e-01	8	44	lipid homeostasis	BP	1.00000e+00	3331.6	2131.2
162	GO:0016055	1.10778e-01	9.74877e-01	3	11	Wnt signaling pathway	BP	1.00000e+00	2927.6	1333.0
163	GO:0030031	1.15417e-01	9.65232e-01	4	17	cell projection assembly	BP	1.00000e+00	3471.8	1672.6
164	GO:0007059	1.15868e-01	9.49656e-01	7	38	chromosome segregation	BP	1.00000e+00	2706.4	1462.1
165	GO:0045456	1.17062e-01	9.83543e-01	2	6	ecdysteroid biosynthetic process	BP	1.00000e+00	1818.3	1250.2
166	GO:0006979	1.17345e-01	9.32240e-01	14	94	response to oxidative stress	BP	1.00000e+00	2693.2	2164.6
167	GO:0048132	1.17943e-01	9.64189e-01	4	17	female germ-line stem cell asymmetric division	BP	1.00000e+00	3085.6	2189.3
168	GO:0006833	1.19259e-01	9.83045e-01	2	6	water transport	BP	1.00000e+00	1148.0	202.7
169	GO:0120009	1.19533e-01	9.63227e-01	4	18	intermembrane lipid transfer	BP	1.00000e+00	1344.3	297.7
170	GO:0007160	1.19572e-01	9.63512e-01	4	17	cell-matrix adhesion	BP	1.00000e+00	3759.6	1299.5
171	GO:0042149	1.20166e-01	9.82837e-01	2	6	cellular response to glucose starvation	BP	1.00000e+00	3688.0	2351.6
172	GO:0046928	1.24367e-01	9.61181e-01	4	18	regulation of neurotransmitter secretion	BP	1.00000e+00	3701.7	2371.4
173	GO:0009951	1.29408e-01	9.80665e-01	2	6	polarity specification of dorsal/ventral axis	BP	1.00000e+00	2129.0	1397.2
174	GO:0035167	1.29969e-01	9.46218e-01	6	32	larval lymph gland hemopoiesis	BP	1.00000e+00	3057.6	2116.3
175	GO:0031116	1.30457e-01	9.80412e-01	2	6	positive regulation of microtubule polymerization	BP	1.00000e+00	2443.3	1591.2
176	GO:0060438	1.32835e-01	9.66745e-01	3	12	trachea development	BP	1.00000e+00	2872.0	1966.0
177	GO:0016226	1.33025e-01	9.56863e-01	4	20	iron-sulfur cluster assembly	BP	1.00000e+00	1387.0	770.8
178	GO:0006633	1.33761e-01	9.43911e-01	6	34	fatty acid biosynthetic process	BP	1.00000e+00	2183.1	1659.5
179	GO:0002213	1.33994e-01	9.77809e-01	2	8	defense response to insect	BP	1.00000e+00	1887.8	3059.0
180	GO:0007275	1.34027e-01	9.65834e-01	3	13	multicellular organism development	BP	1.00000e+00	1959.1	1293.5
181	GO:0032837	1.37712e-01	9.78624e-01	2	6	distributive segregation	BP	1.00000e+00	2012.5	571.5
182	GO:0034394	1.39537e-01	9.78164e-01	2	6	protein localization to cell surface	BP	1.00000e+00	2414.5	1024.6
183	GO:0007313	1.39705e-01	9.78121e-01	2	6	maternal specification of dorsal/ventral axis, oocyte, soma encoded	BP	1.00000e+00	4671.7	2315.3
184	GO:0070831	1.39717e-01	9.78118e-01	2	6	basement membrane assembly	BP	1.00000e+00	4928.7	1792.5
185	GO:0018344	1.39725e-01	9.78116e-01	2	6	protein geranylgeranylation	BP	1.00000e+00	1698.7	261.2
186	GO:0006751	1.40200e-01	9.77996e-01	2	6	glutathione catabolic process	BP	1.00000e+00	2031.5	548.2
187	GO:0019752	1.40603e-01	9.77893e-01	2	6	carboxylic acid metabolic process	BP	1.00000e+00	2061.8	764.2
188	GO:0000055	1.40658e-01	9.77880e-01	2	6	ribosomal large subunit export from nucleus	BP	1.00000e+00	2401.8	917.5
189	GO:0035160	1.42265e-01	9.62739e-01	3	13	maintenance of epithelial integrity, open tracheal system	BP	1.00000e+00	3936.1	2358.9
190	GO:0071689	1.42307e-01	9.77458e-01	2	6	muscle thin filament assembly	BP	1.00000e+00	7503.8	8830.9
191	GO:0006108	1.42515e-01	9.63161e-01	3	12	malate metabolic process	BP	1.00000e+00	2061.9	858.5
192	GO:0048636	1.42785e-01	9.77336e-01	2	6	positive regulation of muscle organ development	BP	1.00000e+00	3042.5	1074.4
193	GO:0007131	1.43245e-01	9.44695e-01	5	27	reciprocal meiotic recombination	BP	1.00000e+00	2307.0	1720.6
194	GO:0030728	1.43341e-01	9.77193e-01	2	6	ovulation	BP	1.00000e+00	3720.8	1008.6
195	GO:0046475	1.43449e-01	9.77165e-01	2	6	glycerophospholipid catabolic process	BP	1.00000e+00	2508.0	236.0
196	GO:0097250	1.45070e-01	9.74783e-01	2	8	mitochondrial respirasome assembly	BP	1.00000e+00	786.0	213.3
197	GO:0019367	1.48386e-01	9.49884e-01	4	20	fatty acid elongation, saturated fatty acid	BP	1.00000e+00	1486.5	641.4
198	GO:0034625	1.48386e-01	9.49884e-01	4	20	fatty acid elongation, monounsaturated fatty acid	BP	1.00000e+00	1486.5	641.4
199	GO:0034626	1.48386e-01	9.49884e-01	4	20	fatty acid elongation, polyunsaturated fatty acid	BP	1.00000e+00	1486.5	641.4
200	GO:0002052	1.49992e-01	9.41433e-01	5	26	positive regulation of neuroblast proliferation	BP	1.00000e+00	3788.9	3254.9
201	GO:0035721	1.52291e-01	9.73614e-01	2	7	intraciliary retrograde transport	BP	1.00000e+00	4109.0	3967.7
202	GO:0002027	1.59237e-01	9.71634e-01	2	7	regulation of heart rate	BP	1.00000e+00	3172.4	2569.4
203	GO:0061077	1.59455e-01	9.44361e-01	4	21	chaperone-mediated protein folding	BP	1.00000e+00	1517.1	910.7
204	GO:0042048	1.61540e-01	9.28178e-01	6	36	olfactory behavior	BP	1.00000e+00	2348.9	2111.1
205	GO:0030510	1.61555e-01	9.70960e-01	2	7	regulation of BMP signaling pathway	BP	1.00000e+00	2443.3	1798.8
206	GO:0030036	1.61780e-01	9.08364e-01	11	70	actin cytoskeleton organization	BP	1.00000e+00	4370.1	3162.0
207	GO:0048193	1.62136e-01	9.27835e-01	6	36	Golgi vesicle transport	BP	1.00000e+00	1960.8	1325.9
208	GO:0008039	1.62562e-01	9.27900e-01	6	34	synaptic target recognition	BP	1.00000e+00	4082.0	2781.9
209	GO:0051603	1.65485e-01	9.53525e-01	3	13	proteolysis involved in protein catabolic process	BP	1.00000e+00	1952.8	1026.3
210	GO:0006727	1.65911e-01	9.41541e-01	4	20	ommochrome biosynthetic process	BP	1.00000e+00	2573.7	1323.9
211	GO:0045434	1.67329e-01	9.51370e-01	3	16	negative regulation of female receptivity, post-mating	BP	1.00000e+00	1396.9	1067.2
212	GO:0030431	1.67819e-01	9.14233e-01	8	52	sleep	BP	1.00000e+00	2592.0	2105.2
213	GO:0006139	1.71511e-01	9.67990e-01	2	7	nucleobase-containing compound metabolic process	BP	1.00000e+00	2150.3	1159.6
214	GO:0001676	1.72274e-01	9.38414e-01	4	20	long-chain fatty acid metabolic process	BP	1.00000e+00	2025.2	681.0
215	GO:0042749	1.73683e-01	9.67326e-01	2	7	regulation of circadian sleep/wake cycle	BP	1.00000e+00	3442.6	1903.9
216	GO:0006090	1.73856e-01	9.50031e-01	3	13	pyruvate metabolic process	BP	1.00000e+00	2406.5	936.4
217	GO:0061760	1.74851e-01	9.66967e-01	2	7	antifungal innate immune response	BP	1.00000e+00	2220.9	1283.8
218	GO:0034551	1.76350e-01	9.65394e-01	2	8	mitochondrial respiratory chain complex III assembly	BP	1.00000e+00	1308.6	825.4
219	GO:0007277	1.77175e-01	9.66247e-01	2	7	pole cell development	BP	1.00000e+00	3951.1	2993.3
220	GO:0006636	1.78461e-01	9.65845e-01	2	7	unsaturated fatty acid biosynthetic process	BP	1.00000e+00	1704.0	403.0
